id,type,emne,navn,beskrivelse,avhenger_av,hjelpemiddel,instruks
okologisk-bareevne,begrep,Populasjonsøkologi og forvaltning,Økologisk bæreevne,"Eleven vet hva økologisk bæreevne er: den største populasjonsstørrelsen et område kan opprettholde over tid, gitt tilgangen på ressurser.",populasjonstetthet,del1,
logistisk-vekst,begrep,Populasjonsøkologi og forvaltning,Logistisk vekst,"Eleven vet hva logistisk vekst er: en S-formet vekstkurve der veksten avtar etter hvert som populasjonen nærmer seg den økologiske bæreevnen.",eksponentiell-vekst;okologisk-bareevne,del1,
tolke-og-skissere-vekstkurver,ferdighet,Populasjonsøkologi og forvaltning,Tolke og skissere vekstkurver for populasjoner,"Eleven kan tolke og skissere vekstkurver for en populasjon ut fra informasjon om vekstrate, fødsels-/dødsrate eller økologisk bæreevne.",logistisk-vekst;vekstrate-populasjon,begge,"Gi eleven en figur som viser sammenhengen mellom populasjonsstørrelse og vekstrate (fødselsrate minus dødsrate), og be dem velge eller skissere hvilken vekstkurve over tid dette gir opphav til, med begrunnelse."
tetthetsavhengig-faktor,begrep,Populasjonsøkologi og forvaltning,Tetthetsavhengig faktor,"Eleven vet hva en tetthetsavhengig faktor er: en faktor (f.eks. konkurranse om mat, smittsom sykdom, predasjon) hvis effekt på populasjonen øker med populasjonstettheten.",populasjonstetthet,del1,
tetthetsuavhengig-faktor,begrep,Populasjonsøkologi og forvaltning,Tetthetsuavhengig faktor,"Eleven vet hva en tetthetsuavhengig faktor er: en faktor (f.eks. ekstremvær, naturkatastrofer) som påvirker populasjonen uavhengig av hvor tett den er.",populasjonstetthet,del1,
forklare-regulering-av-populasjonsstorrelse,ferdighet,Populasjonsøkologi og forvaltning,Forklare hvordan populasjonsstørrelse reguleres,"Eleven kan forklare hvordan tetthetsavhengige og tetthetsuavhengige faktorer regulerer størrelsen på en populasjon, og avgjøre hvilken type faktor som best forklarer en gitt endring.",tetthetsavhengig-faktor;tetthetsuavhengig-faktor,begge,"Gi eleven en graf som viser endringer i populasjonsstørrelse over tid med et par markerte tidspunkt, og be dem vurdere om tetthetsavhengige eller tetthetsuavhengige faktorer best forklarer endringen ved hvert tidspunkt, med begrunnelse."
intraspesifikk-konkurranse,begrep,Populasjonsøkologi og forvaltning,Intraspesifikk konkurranse,"Eleven vet hva intraspesifikk konkurranse er: konkurranse om ressurser mellom individer av samme art.",populasjon,del1,
interspesifikk-konkurranse,begrep,Populasjonsøkologi og forvaltning,Interspesifikk konkurranse,"Eleven vet hva interspesifikk konkurranse er: konkurranse om ressurser mellom individer av ulike arter.",populasjon,del1,
r-selektert-art,begrep,Populasjonsøkologi og forvaltning,R-selektert art,"Eleven vet hva som kjennetegner en r-selektert art: mange avkom, lite yngelpleie, kort generasjonstid og gjerne bare én reproduksjon i livet.",fodselsrate-og-dodsrate,del1,
k-selektert-art,begrep,Populasjonsøkologi og forvaltning,K-selektert art,"Eleven vet hva som kjennetegner en K-selektert art: få avkom, mye yngelpleie, sen kjønnsmodning og gjentatt reproduksjon.",fodselsrate-og-dodsrate,del1,
sammenligne-r-og-k-strategier,ferdighet,Populasjonsøkologi og forvaltning,Sammenligne r-selekterte og K-selekterte livsstrategier,"Eleven kan sammenligne livsstrategiene til r-selekterte og K-selekterte arter, og avgjøre ut fra en beskrivelse av en art hvilken strategi den følger.",r-selektert-art;k-selektert-art,del1,"Gi eleven en liste med påstander om livsstrategi (generasjonstid, yngelpleie, antall avkom, reproduksjonsmønster) og be dem avgjøre hvilke som kjennetegner en r-selektert eller K-selektert art."
interessekonflikt-forvaltning,begrep,Populasjonsøkologi og forvaltning,Interessekonflikt i forvaltning av populasjoner,"Eleven vet hva en interessekonflikt i forvaltningssammenheng er: ulike grupper (f.eks. næring, friluftsliv, naturvern) har motstridende interesser i hvordan en populasjon skal forvaltes.",populasjon,del1,
vurdere-forvaltningstiltak,ferdighet,Populasjonsøkologi og forvaltning,Vurdere tiltak i forvaltningen av en populasjon,"Eleven kan vurdere ulike tiltak i forvaltningen av en populasjon (f.eks. jaktkvoter, fredning, kartlegging av populasjonsstørrelse eller leveområder), og avgjøre hvilke som kan føre til interessekonflikter.",populasjonstetthet;interessekonflikt-forvaltning,del1,"Gi eleven en liste med forvaltningstiltak for en art (f.eks. fredningsperiode, kartlegging av bestand, begrensning av redskap/utstyr) og be dem vurdere hvilke av tiltakene som kan føre til interessekonflikter, med begrunnelse."
drofte-interessekonflikt-forvaltning,ferdighet,Populasjonsøkologi og forvaltning,Drøfte en interessekonflikt knyttet til forvaltning,"Eleven kan drøfte en konkret interessekonflikt knyttet til forvaltningen av en populasjon, med argumenter fra flere sider av saken.",vurdere-forvaltningstiltak,begge,"Be eleven velge en kjent interessekonflikt knyttet til forvaltning av en populasjon (f.eks. rovdyr og beitedyr, eller fiske og bestandsvern) og drøfte den ved å vise fram argumenter for og imot ulike tiltak."
trofisk-niva,begrep,Energistrøm og stoffkretsløp,Trofisk nivå,"Eleven vet hva et trofisk nivå er: et ledd i en næringskjede definert av hvordan organismene skaffer energi (produsent, konsument, nedbryter).",,del1,
produsent,begrep,Energistrøm og stoffkretsløp,Produsent,"Eleven vet hva en produsent er: en organisme (f.eks. en plante) som lager sitt eget organiske stoff, vanligvis gjennom fotosyntese.",trofisk-niva,del1,
konsument,begrep,Energistrøm og stoffkretsløp,Konsument,"Eleven vet hva en konsument er: en organisme som spiser andre organismer, og kjenner skillet mellom primær-, sekundær- og tertiærkonsument.",trofisk-niva,del1,
nedbryter,begrep,Energistrøm og stoffkretsløp,Nedbryter,"Eleven vet hva en nedbryter/dekomponent er: en organisme som bryter ned dødt organisk materiale til uorganiske stoffer.",trofisk-niva,del1,
naeringskjede,begrep,Energistrøm og stoffkretsløp,Næringskjede,"Eleven vet hva en næringskjede er: en rekke organismer der hver spiser den forrige, fra produsent via konsumenter.",produsent;konsument,del1,
naeringsnett,begrep,Energistrøm og stoffkretsløp,Næringsnett,"Eleven vet hva et næringsnett er: flere sammenkoblede næringskjeder i et økosystem, der en art kan inngå i flere kjeder og på flere trofiske nivåer.",naeringskjede;nedbryter,del1,
energipyramide,begrep,Energistrøm og stoffkretsløp,Energipyramide,"Eleven vet hva en energipyramide er: en framstilling av hvor mye energi som finnes på hvert trofiske nivå i et økosystem, og at bare omtrent 10 % av energien overføres videre til neste ledd.",trofisk-niva,del1,
biomassepyramide,begrep,Energistrøm og stoffkretsløp,Biomassepyramide,"Eleven vet hva en biomassepyramide er: en framstilling av den totale biomassen på hvert trofiske nivå i et økosystem på et gitt tidspunkt.",trofisk-niva,del1,
tallpyramide,begrep,Energistrøm og stoffkretsløp,Tallpyramide,"Eleven vet hva en tallpyramide er: en framstilling av antall individer på hvert trofiske nivå i et økosystem.",trofisk-niva,del1,
tolke-okologiske-pyramider,ferdighet,Energistrøm og stoffkretsløp,"Tolke energi-, biomasse- og tallpyramider","Eleven kan tolke og skille mellom energi-, biomasse- og tallpyramider, og forklare hvorfor en pyramide i noen tilfeller kan være omvendt (f.eks. i vann, der produsentenes biomasse periodevis kan være mindre enn konsumentenes).",energipyramide;biomassepyramide;tallpyramide,del1,"Gi eleven to ulike økologiske pyramider (f.eks. én for et landøkosystem og én for et vannøkosystem) og be dem avgjøre hvilken type pyramide (energi, biomasse eller tall) hver av dem best kan illustrere, med begrunnelse."
skissere-og-forklare-energistrom,ferdighet,Energistrøm og stoffkretsløp,Skissere og forklare energistrømmen gjennom et økosystem,"Eleven kan skissere og forklare hvordan energien strømmer gjennom et økosystem, fra produsentenes binding av energi via fotosyntesen til tap av energi mellom hvert trofiske nivå.",naeringskjede;tolke-okologiske-pyramider,begge,"Gi eleven data om antall individer, biomasse per individ og energimengde for flere arter i en næringskjede, og be dem beskrive/rekonstruere energistrømmen gjennom kjeden fra produsent til toppkonsument."
stoffkretslop,begrep,Energistrøm og stoffkretsløp,Stoffkretsløp,"Eleven vet hva et stoffkretsløp er: hvordan et grunnstoff (f.eks. karbon eller nitrogen) går mellom levende organismer og det ikke-levende miljøet i en stadig syklus.",,del1,
karbonkretslop,begrep,Energistrøm og stoffkretsløp,Karbonkretsløp,"Eleven vet hvordan karbon sirkulerer mellom atmosfæren (CO2), levende organismer (organisk karbon) og miljøet, gjennom fotosyntese, celleånding og nedbryting.",stoffkretslop;gjore-rede-for-aerob-cellending;lysreaksjonene-fotosyntese,del1,
nitrogenkretslop,begrep,Energistrøm og stoffkretsløp,Nitrogenkretsløp,"Eleven vet hvordan nitrogen sirkulerer mellom ulike former (nitrogengass, ammoniakk/ammonium, nitrat, organisk nitrogen) i et økosystem.",stoffkretslop,del1,
nitrogenfiksering,begrep,Energistrøm og stoffkretsløp,Nitrogenfiksering,"Eleven vet hva nitrogenfiksering er: at visse bakterier omdanner nitrogengass (N2) fra atmosfæren til ammoniakk/ammonium, en form planter kan ta opp.",nitrogenkretslop,del1,
nitrifikasjon-denitrifikasjon,begrep,Energistrøm og stoffkretsløp,Nitrifikasjon og denitrifikasjon,"Eleven vet hva nitrifikasjon (omdanning av ammonium til nitrat) og denitrifikasjon (omdanning av nitrat tilbake til nitrogengass) er, og hvilke organismer som står for dette.",nitrogenkretslop,del1,
eutrofiering,begrep,Energistrøm og stoffkretsløp,Eutrofiering,"Eleven vet hva eutrofiering er: økt tilførsel av næringsstoffer (særlig nitrogen og fosfor) til et vannmiljø, som gir kraftig algevekst og redusert siktedyp og oksygeninnhold.",nitrogenkretslop,del1,
skissere-og-forklare-stoffkretslop,ferdighet,Energistrøm og stoffkretsløp,Skissere og forklare et stoffkretsløp,"Eleven kan skissere og forklare et stoffkretsløp (f.eks. karbon- eller nitrogenkretsløpet), og forklare hvilke prosesser som overfører stoffet mellom de ulike delene av kretsløpet.",karbonkretslop;nitrogenkretslop,del1,"Be eleven skissere karbonkretsløpet eller nitrogenkretsløpet, med piler for de viktigste prosessene (f.eks. fotosyntese, celleånding, nitrogenfiksering, nitrifikasjon), og forklare kort hva som skjer i hvert steg."
vurdere-menneskelig-pavirkning-kretslop,ferdighet,Energistrøm og stoffkretsløp,Vurdere hvordan menneskelig aktivitet påvirker stoffkretsløp,"Eleven kan gi eksempler på hvordan menneskelig aktivitet (f.eks. gjødsling, avrenning, forbrenning av fossilt brensel) påvirker et stoffkretsløp, og foreslå tiltak for å ivareta det.",skissere-og-forklare-stoffkretslop;eutrofiering,begge,"Gi eleven et eksempel på menneskelig påvirkning av et stoffkretsløp (f.eks. avrenning av gjødsel til en innsjø) og be dem forklare hvordan dette påvirker kretsløpet og foreslå et konkret tiltak for å redusere problemet."
symbiose-mutualisme,begrep,Energistrøm og stoffkretsløp,Symbiose og mutualisme,"Eleven vet hva symbiose er: et nært samliv mellom to arter, og at mutualisme er en form for symbiose som er til gjensidig nytte for begge artene.",,del1,
forklare-fordel-nitrogenfikserende-symbiose,ferdighet,Energistrøm og stoffkretsløp,Forklare fordelen ved symbiose med nitrogenfikserende bakterier,"Eleven kan forklare hvorfor symbiose med nitrogenfikserende bakterier er en fordel for en plante, og for et jordbruk som utnytter en slik symbiose.",symbiose-mutualisme;nitrogenfiksering,begge,"Gi eleven et eksempel på en plante i symbiose med nitrogenfikserende bakterier (f.eks. erteblomstfamilien, eller andematbregne dyrket sammen med ris) og be dem forklare hvorfor symbiosen er fordelaktig for planten."
enzym,begrep,Enzymer,Enzym,"Eleven vet hva et enzym er: et protein som fungerer som en biologisk katalysator og senker aktiveringsenergien til en bestemt reaksjon uten selv å bli forbrukt.",,del1,
substrat,begrep,Enzymer,Substrat,"Eleven vet hva substratet til et enzym er: stoffet enzymet virker på i reaksjonen.",enzym,del1,
aktivt-sete,begrep,Enzymer,Aktivt sete,"Eleven vet hva det aktive setet til et enzym er: området på enzymet der substratet binder seg og reaksjonen katalyseres.",enzym;substrat,del1,
aktiveringsenergi,begrep,Enzymer,Aktiveringsenergi,"Eleven vet hva aktiveringsenergi er: energien som må tilføres for at en reaksjon skal starte, og at enzymer senker denne energien.",enzym,del1,
denaturering,begrep,Enzymer,Denaturering,"Eleven vet hva denaturering er: at et enzym mister sin tredimensjonale form og dermed sin funksjon, f.eks. ved for høy temperatur eller feil pH.",enzym;aktivt-sete,del1,
forklare-temperatur-ph-pavirkning-enzym,ferdighet,Enzymer,Forklare hvordan temperatur og pH påvirker enzymaktivitet,"Eleven kan forklare hvordan temperatur og pH påvirker reaksjonshastigheten til et enzym, inkludert hvorfor aktiviteten faller kraftig ved for høy temperatur eller feil pH (denaturering).",denaturering;aktivt-sete,begge,"Gi eleven data fra et enzymforsøk ved ulike temperaturer eller pH-verdier (f.eks. tid til et substrat er omdannet) og be dem forklare mønsteret i resultatene, inkludert hvorfor aktiviteten er lavere ved ekstreme verdier."
tolke-enzymkinetikk-grafer,ferdighet,Enzymer,Tolke grafer for reaksjonshastighet og konsentrasjon,"Eleven kan tolke grafer som viser sammenhengen mellom substrat- eller enzymkonsentrasjon og reaksjonshastighet, og forklare hvorfor kurven flater ut ved høye konsentrasjoner.",aktivt-sete;substrat,del1,"Gi eleven en graf som viser reaksjonshastighet som funksjon av substratkonsentrasjon, der kurven flater ut, og be dem forklare hvorfor den flater ut, og hva som begrenser hastigheten ved lave og høye konsentrasjoner."
konkurrerende-hemmer,begrep,Enzymer,Konkurrerende hemmer,"Eleven vet hva en konkurrerende hemmer er: et stoff som ligner substratet og konkurrerer med det om det aktive setet, slik at virkningen kan reduseres ved å tilføre mer substrat.",aktivt-sete,del1,
allosterisk-sete,begrep,Enzymer,Allosterisk sete,"Eleven vet hva et allosterisk sete er: et bindingssted på enzymet utenfor det aktive setet, som kan endre enzymets form og aktivitet når et stoff binder seg der.",enzym,del1,
ikke-konkurrerende-hemmer,begrep,Enzymer,Ikke-konkurrerende hemmer,"Eleven vet hva en ikke-konkurrerende hemmer er: et stoff som binder seg til det allosteriske setet (ikke det aktive setet), og som derfor ikke kan overvinnes ved å tilføre mer substrat.",allosterisk-sete,del1,
sammenligne-hemmertyper,ferdighet,Enzymer,Sammenligne konkurrerende og ikke-konkurrerende hemmere,"Eleven kan sammenligne hvordan konkurrerende og ikke-konkurrerende hemmere påvirker en enzymreaksjon, og avgjøre hvilken type hemmer som er brukt ut fra hvordan reaksjonshastigheten endrer seg med substratmengden.",konkurrerende-hemmer;ikke-konkurrerende-hemmer,del1,"Be eleven forklare, uten hjelp av figur, hvordan konkurrerende og ikke-konkurrerende hemmere hver for seg påvirker en enzymreaksjon, og hva som skiller dem når det gjelder om virkningen kan reduseres med mer substrat."
tolke-forsok-med-hemmer,ferdighet,Enzymer,Tolke forsøksdata med enzymhemmer,"Eleven kan tolke tabell- eller grafdata fra et enzymforsøk med og uten hemmer, og avgjøre om dataene viser en konkurrerende eller ikke-konkurrerende hemmer.",sammenligne-hemmertyper,del2,"Gi eleven en tabell med reaksjonshastighet ved ulik substratmengde, uten og med en hemmer, der maksimal hastighet er lik i begge tilfeller men nås ved ulik substratmengde. Be eleven forklare hvorfor dataene viser at hemmeren er konkurrerende."
negativ-tilbakekobling-enzym,begrep,Enzymer,Negativ tilbakekobling i en reaksjonsvei,"Eleven vet hva negativ tilbakekobling er i en enzymkatalysert reaksjonsvei: sluttproduktet i en reaksjonsvei kan binde seg til et tidlig enzym i veien (ofte på et allosterisk sete) og redusere aktiviteten når det er nok av produktet.",ikke-konkurrerende-hemmer,del1,
forklare-negativ-tilbakekobling-reaksjonsvei,ferdighet,Enzymer,Forklare regulering av en reaksjonsvei ved negativ tilbakekobling,"Eleven kan forklare hvordan mengden av sluttproduktet i en flertrinns reaksjonsvei reguleres gjennom negativ tilbakekobling.",negativ-tilbakekobling-enzym,begge,"Gi eleven en figur av en reaksjonsvei med to enzymer og et sluttprodukt C, og be dem forklare hvordan mengden av stoff C reguleres gjennom negativ tilbakekobling - hvilket stoff binder seg til hva."
designe-og-utvide-enzymforsok,ferdighet,Enzymer,Designe og utvide et enzymforsøk,"Eleven kan foreslå hvordan et enzymforsøk kan utvides for å undersøke virkemåten til enzymet nærmere, og begrunne forslaget.",formulere-hypotese;tolke-enzymkinetikk-grafer,del2,"Gi eleven resultatene fra et enkelt enzymforsøk (f.eks. produktmengde ved ulik pH, målt i fire glass) og be dem foreslå hvordan forsøket kan utvides med flere glass for å finne ut mer om enzymets virkemåte, med begrunnelse."
kloroplast,begrep,Fotosyntese og celleånding,Kloroplast,"Eleven vet hva en kloroplast er: organellen i planteceller der fotosyntesen foregår, med et indre membransystem (tylakoider) omgitt av stroma.",,del1,
tylakoid-tylakoidmembran,begrep,Fotosyntese og celleånding,Tylakoid og tylakoidmembran,"Eleven vet hva en tylakoid er: en membranstruktur inni kloroplasten der lysreaksjonene i fotosyntesen foregår.",kloroplast,del1,
stroma-kloroplast,begrep,Fotosyntese og celleånding,Stroma (kloroplast),"Eleven vet hva stroma er: væsken utenfor tylakoidene i kloroplasten, der Calvin-syklusen foregår.",kloroplast,del1,
mitokondrium,begrep,Fotosyntese og celleånding,Mitokondrium,"Eleven vet hva et mitokondrium er: organellen der størstedelen av den aerobe celleåndingen foregår, med en ytre og en indre membran.",,del1,
mitokondriemembran-og-matriks,begrep,Fotosyntese og celleånding,"Mitokondriets membraner, intermembranrom og matriks","Eleven vet hva den indre og ytre membranen, intermembranrommet og matriks i et mitokondrium er, og hvilke deler av celleåndingen som foregår hvor.",mitokondrium,del1,
atp-begrep,begrep,Fotosyntese og celleånding,ATP,"Eleven vet hva ATP er: cellens viktigste energibærer, som lagrer energi i en kjemisk binding som frigjøres når ATP spaltes til ADP.",,del1,
nadph-begrep,begrep,Fotosyntese og celleånding,NADPH,"Eleven vet hva NADPH er: en energi-/elektronbærer som dannes i lysreaksjonene i fotosyntesen og brukes til å redusere CO2 i Calvin-syklusen.",atp-begrep,del1,
nadh-fadh2-begrep,begrep,Fotosyntese og celleånding,NADH og FADH2,"Eleven vet hva NADH og FADH2 er: energi-/elektronbærere som dannes i glykolysen og krebssyklusen, og som avgir elektroner til elektrontransportkjeden i den oksidative fosforyleringen.",atp-begrep,del1,
kjemiosmose,begrep,Fotosyntese og celleånding,Kjemiosmose,"Eleven vet hva kjemiosmose er: at en forskjell i H+-konsentrasjon (protongradient) over en membran driver dannelsen av ATP gjennom ATP-syntase.",atp-begrep,del1,
atp-syntase,begrep,Fotosyntese og celleånding,ATP-syntase,"Eleven vet hva ATP-syntase er: et enzym i membranen som lager ATP når H+-ioner strømmer gjennom det, drevet av protongradienten fra kjemiosmose.",kjemiosmose,del1,
elektrontransportkjede,begrep,Fotosyntese og celleånding,Elektrontransportkjede,"Eleven vet hva en elektrontransportkjede er: en rekke proteiner i en membran som overfører elektroner videre og bruker energien fra dette til å pumpe H+-ioner over membranen, og som kan hemmes av stoffer som natriumazid.",kjemiosmose,del1,
lysreaksjonene-fotosyntese,ferdighet,Fotosyntese og celleånding,Gjøre rede for lysreaksjonene i fotosyntesen,"Eleven kan gjøre rede for lysreaksjonene i fotosyntesen: spalting av vann, elektrontransportkjeden i tylakoidmembranen, kjemiosmose gjennom ATP-syntase, og dannelsen av ATP og NADPH.",tylakoid-tylakoidmembran;nadph-begrep;atp-syntase;elektrontransportkjede,begge,"Gi eleven en figur av en kloroplast eller en tylakoid med noen markerte piler/trinn, og be dem forklare hvilke energibærere som dannes i lysreaksjonene og hvor i kloroplasten dette skjer, uten å be dem beskrive selve reaksjonsmekanismen i detalj."
calvinsyklusen,ferdighet,Fotosyntese og celleånding,Gjøre rede for Calvin-syklusen,"Eleven kan gjøre rede for Calvin-syklusen: at CO2 tas opp og bindes ved hjelp av ATP og NADPH fra lysreaksjonene, og at det dannes glukose i stroma.",lysreaksjonene-fotosyntese;stroma-kloroplast,begge,"Gi eleven en forenklet figur av Calvin-syklusen med et par umerkede stoffer/piler, og be dem identifisere hvilke stoffer (f.eks. NADPH/NADP+, ATP/ADP, CO2) de umerkede delene symboliserer."
faktorer-som-pavirker-fotosyntesehastighet,ferdighet,Fotosyntese og celleånding,Forklare hvordan ulike faktorer påvirker fotosyntesehastigheten,"Eleven kan forklare hvordan faktorer som lysintensitet, lysets bølgelengde, CO2-konsentrasjon og temperatur påvirker fotosyntesehastigheten, og hvorfor.",calvinsyklusen,begge,"Gi eleven en graf som viser fotosynteseaktivitet (f.eks. oksygenproduksjon) ved ulike lysintensiteter, bølgelengder eller temperaturer, og be dem forklare formen på kurven og hvilken faktor som mest sannsynlig forklarer et gitt avvik mellom to forsøksserier."
tolke-fotosynteseforsok,ferdighet,Fotosyntese og celleånding,Tolke resultater fra et fotosynteseforsøk,"Eleven kan tolke resultater fra et forsøk som måler fotosyntesehastighet indirekte, f.eks. med en fargeindikator som DCPIP eller ved å måle oksygenproduksjon.",faktorer-som-pavirker-fotosyntesehastighet,del2,"Beskriv et forsøk der en fargeindikator (som skifter farge når den tar opp elektroner) tilsettes kloroplaster og plasseres i lys eller mørke, og be eleven forklare hvilken løsning som mest sannsynlig endret farge, og hvorfor."
glykolyse,begrep,Fotosyntese og celleånding,Glykolyse,"Eleven vet hva glykolysen er: nedbrytingen av glukose til pyrodruesyre/pyruvat i cytosol, som gir et lite nettoutbytte av ATP og NADH.",atp-begrep,del1,
