id,type,emne,navn,beskrivelse,avhenger_av,hjelpemiddel,instruks
rx-bestemme-oksidasjonstall,ferdighet,Redoks og elektrokjemi,"Bestemme oksidasjonstall i forbindelser og ioner","Eleven kan bestemme oksidasjonstallet til hvert atom i en gitt forbindelse eller et gitt ion, ved å bruke reglene for oksidasjonstall.",rx-oksidasjonstall,del1,"Gi eleven noen forbindelser eller polyatomære ioner (f.eks. med svovel, nitrogen eller mangan i ulike oksidasjonstrinn), og be dem bestemme oksidasjonstallet til et navngitt atom i hver av dem."
rx-redoksreaksjon-begrep,begrep,Redoks og elektrokjemi,"Redoksreaksjon","Eleven vet at en redoksreaksjon er en reaksjon der elektroner overføres mellom stoffer, slik at oksidasjonstallet til minst ett atom øker (oksidasjon) og minst ett annet synker (reduksjon).",rx-oksidasjonstall,del1,
rx-identifisere-oks-red-middel,ferdighet,Redoks og elektrokjemi,"Identifisere oksidasjons- og reduksjonsmiddel","Eleven kan avgjøre om en gitt reaksjonslikning representerer en redoksreaksjon, og i så fall identifisere hvilket stoff som er oksidasjonsmiddel og hvilket som er reduksjonsmiddel, med begrunnelse i endringen i oksidasjonstall.",rx-redoksreaksjon-begrep,del1,"Gi eleven fire reaksjonslikninger der noen er redoksreaksjoner og noen ikke, og be dem avgjøre hvilke som er redoksreaksjoner, samt identifisere oksidasjons- og reduksjonsmiddelet i disse."
rx-balansere-redoks-halvreaksjoner,ferdighet,Redoks og elektrokjemi,"Balansere redoksreaksjoner med halvreaksjonsmetoden","Eleven kan dele en redoksreaksjon i en oksidasjons- og en reduksjons-halvreaksjon, balansere hver halvreaksjon (atomer, ladning, eventuelt H2O og H+/OH- i sure/basiske løsninger), og sette dem sammen til en balansert totalreaksjon.",rx-identifisere-oks-red-middel,del2,"Gi eleven en ubalansert redoksreaksjon (gjerne i sur eller basisk løsning), og be dem balansere den ved å sette opp og balansere hver halvreaksjon for seg før de settes sammen."
rx-galvanisk-celle-begrep,begrep,Redoks og elektrokjemi,"Galvanisk celle","Eleven vet at en galvanisk celle omdanner kjemisk energi fra en spontan redoksreaksjon til elektrisk energi, med separate halvceller forbundet med en saltbro eller porøs skillevegg, og kjenner til anode (oksidasjon) og katode (reduksjon).",rx-redoksreaksjon-begrep,del1,
rx-elektrolysecelle-begrep,begrep,Redoks og elektrokjemi,"Elektrolysecelle","Eleven vet at en elektrolysecelle bruker tilført elektrisk energi til å drive en ikke-spontan redoksreaksjon, i motsetning til den galvaniske cellen.",rx-redoksreaksjon-begrep,del1,
rx-standardpotensial-begrep,begrep,Redoks og elektrokjemi,"Standard reduksjonspotensial","Eleven vet at standard reduksjonspotensial E° angir hvor lett et stoff lar seg redusere sammenlignet med en standard hydrogenelektrode, og at en elektrokjemisk spenningsrekke kan brukes til å sammenligne stoffers evne til å oksidere eller reduseres.",rx-galvanisk-celle-begrep,del1,
rx-beregne-cellespenning,ferdighet,Redoks og elektrokjemi,"Beregne cellespenning fra standardpotensialer","Eleven kan bruke oppgitte standard reduksjonspotensialer til å regne ut standard cellespenning E°celle for en galvanisk celle (E°celle = E°katode - E°anode).",rx-standardpotensial-begrep,del1,"Gi eleven standard reduksjonspotensialer for to halvceller, og be dem bestemme hvilken som er katode og hvilken som er anode, samt regne ut standard cellespenning."
rx-vurdere-spontanitet-redoks,ferdighet,Redoks og elektrokjemi,"Vurdere spontanitet ut fra cellespenning","Eleven kan avgjøre om en gitt redoksreaksjon er spontan ved å vurdere fortegnet til den beregnede cellespenningen (positiv E°celle betyr spontan reaksjon).",rx-beregne-cellespenning,del1,"Gi eleven to halvreaksjoner med standardpotensialer, og be dem avgjøre om reaksjonen mellom dem forløper spontant i den oppgitte retningen, med begrunnelse i fortegnet til cellespenningen."
rx-faradays-lov-begrep,begrep,Redoks og elektrokjemi,"Sammenheng mellom ladning, stoffmengde og tid","Eleven vet at ladningen Q som går gjennom en elektrolysecelle henger sammen med strømstyrken I og tiden t ved Q = I·t, og at Q videre henger sammen med stoffmengden elektroner som er overført via Faradaykonstanten F.",rx-elektrolysecelle-begrep,del1,
rx-beregne-elektrolyse,ferdighet,Redoks og elektrokjemi,"Beregne masse, stoffmengde, strøm eller tid ved elektrolyse","Eleven kan kombinere Q = I·t med antall mol elektroner per formelenhet til å regne ut massen av et stoff som dannes eller forbrukes ved elektrolyse, eller til å regne ut strømstyrke eller tid gitt en ønsket mengde.",rx-faradays-lov-begrep,del2,"Gi eleven en elektrolysecelle med kjent strømstyrke og tid (eller ønsket masse av et produkt), og be dem regne ut massen av stoffet som dannes eller forbrukes ved en av elektrodene, eller strømstyrken/tiden som kreves."
rx-korrosjon-begrep,begrep,Redoks og elektrokjemi,"Korrosjon","Eleven vet at korrosjon er en uønsket redoksreaksjon der et metall gradvis oksideres, at ulike metaller korroderer ulikt lett avhengig av standard reduksjonspotensial, og at noen metaller (f.eks. aluminium) danner et beskyttende oksidlag (passivering) som bremser videre korrosjon.",rx-standardpotensial-begrep,del1,
rx-forklare-korrosjonsbeskyttelse,ferdighet,Redoks og elektrokjemi,"Forklare korrosjonsbeskyttelse med offeranode","Eleven kan forklare hvorfor et uedlere metall (f.eks. sink eller magnesium) koblet til en konstruksjon fungerer som offeranode og beskytter et edlere metall (f.eks. jern) mot korrosjon.",rx-korrosjon-begrep,begge,"Beskriv en metallkonstruksjon (f.eks. et skipsskrog eller en rørledning) beskyttet med en offeranode av et navngitt metall, og be eleven forklare hvorfor akkurat dette metallet fungerer som offeranode, med begrunnelse i standard reduksjonspotensialer."
rx-vurdere-masse-ladning-spenning-energi,ferdighet,Redoks og elektrokjemi,"Vurdere sammenhenger mellom masse, ladning, spenning og energi","Eleven kan kombinere flere av størrelsene masse, stoffmengde, ladning, cellespenning og energi i en samlet vurdering av en elektrokjemisk celle, f.eks. hvor mye elektrisk energi en celle kan levere eller hvor mye reaktant som kreves for en gitt mengde ladning.",rx-beregne-elektrolyse;rx-vurdere-spontanitet-redoks,del2,"Gi eleven en elektrokjemisk celle (galvanisk eller elektrolytisk) der flere størrelser (masse, ladning, spenning, energi) skal kobles sammen i én sammenhengende beregning eller vurdering, ikke bare én enkelt formel."
rx-beregne-batterikapasitet,ferdighet,Redoks og elektrokjemi,"Beregne kapasiteten til et galvanisk batteri","Eleven kan bruke massen av den begrensende elektroden/reaktanten i et galvanisk batteri til å regne ut den maksimale ladningen batteriet kan levere, og uttrykke dette som batterikapasitet i amperetimer (Ah).",rx-faradays-lov-begrep;rx-galvanisk-celle-begrep,del2,"Gi eleven massen av en elektrode (den begrensende reaktanten) i et galvanisk batteri, samt reaksjonslikningen, og be dem regne ut batterikapasiteten i amperetimer (Ah)."
rx-vurdere-cellekonstruksjon,ferdighet,Redoks og elektrokjemi,"Vurdere om en galvanisk celle er riktig satt sammen","Eleven kan vurdere om en beskrevet eller skissert galvanisk celle er riktig konstruert - riktig valg av elektrolytt i hver halvcelle, riktig saltbro (ioner som ikke reagerer med elektrodene eller elektrolyttene), og riktig kobling for at cellen skal fungere som tiltenkt.",rx-galvanisk-celle-begrep;rx-standardpotensial-begrep,del1,"Vis eleven skissen av en galvanisk celle der noe er konstruert feil (f.eks. feil elektrolytt, en saltbro med ioner som feller ut eller reagerer, eller feil kobling), og be dem identifisere og forklare hva som er galt."
rx-gibbs-og-cellespenning,ferdighet,Redoks og elektrokjemi,"Koble Gibbs frie energi til cellespenning","Eleven kan bruke sammenhengen ΔG = -n·F·E° til å regne ut endringen i Gibbs frie energi for en redoksreaksjon fra cellespenningen, eller omvendt.",sp-vurdere-spontanitet;rx-beregne-cellespenning,del2,"Gi eleven cellespenningen og antall overførte elektroner for en redoksreaksjon, og be dem regne ut ΔG for reaksjonen, eller omvendt."
lk-kjemisk-likevekt-begrep,begrep,Likevekt,"Kjemisk likevekt","Eleven vet at en kjemisk likevekt er en dynamisk tilstand der reaksjonen går like raskt begge veier, slik at konsentrasjonene av reaktanter og produkter forblir konstante selv om reaksjonen fortsatt skjer.",,del1,
lk-likevektskonstant-begrep,begrep,Likevekt,"Likevektskonstanten K","Eleven vet at likevektskonstanten K er et tall som beskriver forholdet mellom konsentrasjonene av produkter og reaktanter ved likevekt for en gitt reaksjon ved en gitt temperatur, og at en stor K betyr at likevekten ligger langt mot produktsiden.",lk-kjemisk-likevekt-begrep,del1,
lk-heterogen-likevekt-begrep,begrep,Likevekt,"Heterogen likevekt","Eleven vet at rene faste stoffer og rene væsker ikke skal tas med i uttrykket for likevektskonstanten, fordi konsentrasjonen (aktiviteten) deres regnes som konstant.",lk-likevektskonstant-begrep,del1,
lk-sette-opp-k-uttrykk,ferdighet,Likevekt,"Sette opp uttrykk for likevektskonstanten","Eleven kan sette opp et korrekt uttrykk for likevektskonstanten K til en gitt, balansert reaksjonslikning, inkludert å utelate rene faste stoffer og rene væsker.",lk-likevektskonstant-begrep;lk-heterogen-likevekt-begrep,del1,"Gi eleven en balansert reaksjonslikning (gjerne med et fast stoff eller en ren væske blant reaktantene eller produktene), og be dem sette opp korrekt uttrykk for likevektskonstanten K."
lk-beregne-k,ferdighet,Likevekt,"Beregne likevektskonstanten fra likevektskonsentrasjoner","Eleven kan regne ut den numeriske verdien av K når konsentrasjonene av alle reaktanter og produkter ved likevekt er oppgitt.",lk-sette-opp-k-uttrykk,del2,"Gi eleven likevektskonsentrasjonene til alle stoffene i en reaksjon, og be dem regne ut likevektskonstanten K."
lk-beregne-likevektskonsentrasjoner,ferdighet,Likevekt,"Beregne likevektskonsentrasjoner fra K","Eleven kan bruke en ICE-tabell (initial, endring, likevekt) sammen med en kjent K-verdi og startkonsentrasjoner til å regne ut konsentrasjonene av alle stoffer ved likevekt.",lk-sette-opp-k-uttrykk,del2,"Gi eleven startkonsentrasjoner og K-verdien for en reaksjon, og be dem sette opp en ICE-tabell og regne ut likevektskonsentrasjonene til alle stoffene."
lk-reaksjonskvotient-begrep,begrep,Likevekt,"Reaksjonskvotienten Q","Eleven vet at reaksjonskvotienten Q har samme form som uttrykket for likevektskonstanten K, men beregnes fra konsentrasjonene på et vilkårlig tidspunkt (ikke nødvendigvis ved likevekt).",lk-sette-opp-k-uttrykk,del1,
lk-vurdere-retning-med-q,ferdighet,Likevekt,"Vurdere reaksjonsretning ved å sammenligne Q og K","Eleven kan regne ut Q for en blanding som ikke er ved likevekt, sammenligne Q med K, og avgjøre om reaksjonen vil forløpe mot produkt- eller reaktantsiden for å nå likevekt (Q&lt;K: mot produkt, Q&gt;K: mot reaktant).",lk-reaksjonskvotient-begrep,del1,"Gi eleven startkonsentrasjonene til en reaksjon som ikke er ved likevekt, samt likevektskonstanten K, og be dem regne ut Q og avgjøre hvilken vei reaksjonen forløper for å nå likevekt."
lk-tolke-konsentrasjon-tid-graf,ferdighet,Likevekt,"Tolke en konsentrasjon-tid-graf for en likevektsreaksjon","Eleven kan lese av en graf som viser konsentrasjonen til flere stoffer i en likevektsreaksjon over tid, avgjøre når systemet når likevekt, koble hver kurve til riktig stoff (ut fra støkiometri og start-/likevektsverdier), og kjenne igjen når en påkjenning forstyrrer en allerede etablert likevekt.",lk-kjemisk-likevekt-begrep;lk-le-chateliers-prinsipp-begrep,del1,"Vis eleven en graf av konsentrasjon mot tid for flere stoffer i en likevektsreaksjon, eventuelt med en påkjenning innført på et gitt tidspunkt, og be dem koble kurvene til riktig stoff samt beskrive hva som skjer ved det gitte tidspunktet."
lk-le-chateliers-prinsipp-begrep,begrep,Likevekt,"Le Chateliers prinsipp","Eleven vet at Le Chateliers prinsipp sier at en likevekt som utsettes for en påkjenning (endring i konsentrasjon, trykk eller temperatur) forskyver seg i den retningen som motvirker påkjenningen.",lk-kjemisk-likevekt-begrep,del1,
lk-forutsi-likevektsforskyvning,ferdighet,Likevekt,"Forutsi hvordan en likevekt forskyves","Eleven kan forutsi om en gitt likevekt forskyves mot produkt- eller reaktantsiden når konsentrasjonen til et stoff, trykket eller temperaturen endres, med begrunnelse i Le Chateliers prinsipp.",lk-le-chateliers-prinsipp-begrep,del1,"Gi eleven en likevektsreaksjon og en beskrevet endring (f.eks. tilsatt reaktant, redusert volum, eller økt temperatur), og be dem forutsi i hvilken retning likevekten forskyves, med begrunnelse."
lk-forklare-observasjoner-med-le-chatelier,ferdighet,Likevekt,"Forklare observasjoner ved hjelp av Le Chateliers prinsipp","Eleven kan bruke Le Chateliers prinsipp til å forklare en observert fargeendring eller annen observasjon i et forsøk med en likevektsreaksjon, som følge av en påkjenning.",lk-forutsi-likevektsforskyvning,del2,"Beskriv et forsøk med en likevekt som gir en synlig fargeendring (f.eks. en kobolt- eller kromatlikevekt) når en påkjenning tilføres, og be eleven forklare observasjonen ved hjelp av Le Chateliers prinsipp."
sp-eksoterm-endoterm-begrep,begrep,"Entropi, entalpi og spontanitet","Eksoterm og endoterm prosess","Eleven vet at en eksoterm prosess avgir varme til omgivelsene (ΔH negativ) og en endoterm prosess tar opp varme fra omgivelsene (ΔH positiv).",,del1,
sp-entropi-begrep,begrep,"Entropi, entalpi og spontanitet","Entropi","Eleven vet at entropi S er et mål på graden av uorden/antall mulige tilstander i et system, og at entropien til et system generelt øker når stoffmengden gass øker, når et stoff smelter/fordamper, eller når et fast stoff/en væske løses opp.",,del1,
sp-entalpi-begrep,begrep,"Entropi, entalpi og spontanitet","Entalpi","Eleven vet at entalpi H er et mål på den varmen som utveksles med omgivelsene ved konstant trykk, og at reaksjonsentalpien ΔH er negativ for eksoterme og positiv for endoterme reaksjoner.",sp-eksoterm-endoterm-begrep,del1,
sp-gibbs-fri-energi-begrep,begrep,"Entropi, entalpi og spontanitet","Gibbs frie energi","Eleven vet at Gibbs frie energi G kombinerer entalpi og entropi gjennom ΔG = ΔH - TΔS, og at fortegnet til ΔG avgjør om en prosess er spontan.",sp-entropi-begrep;sp-entalpi-begrep,del1,
sp-beregne-fri-energi,ferdighet,"Entropi, entalpi og spontanitet","Beregne endring i Gibbs frie energi","Eleven kan regne ut ΔG for en reaksjon ved en gitt temperatur, gitt ΔH og ΔS for reaksjonen.",sp-gibbs-fri-energi-begrep,del1,"Gi eleven ΔH og ΔS for en reaksjon samt en temperatur, og be dem regne ut ΔG ved denne temperaturen."
sp-vurdere-spontanitet,ferdighet,"Entropi, entalpi og spontanitet","Vurdere spontanitet ut fra fortegnet til ΔG","Eleven kan avgjøre om en reaksjon er spontan (ΔG negativ), ikke-spontan (ΔG positiv) eller ved likevekt (ΔG = 0) ut fra fortegnet til den beregnede eller oppgitte frie energien.",sp-beregne-fri-energi,del1,"Gi eleven ΔG-verdien (eller nok informasjon til å beregne den) for en reaksjon, og be dem avgjøre om reaksjonen er spontan, ikke-spontan, eller ved likevekt."
sp-temperaturens-betydning-for-spontanitet,ferdighet,"Entropi, entalpi og spontanitet","Vurdere hvordan temperaturen påvirker spontaniteten","Eleven kan vurdere, for en gitt kombinasjon av fortegn på ΔH og ΔS, ved hvilke temperaturer en reaksjon er spontan - inkludert å regne ut temperaturen der ΔG = 0 (likevektstemperaturen).",sp-vurdere-spontanitet,del2,"Gi eleven en reaksjon med kjent ΔH og ΔS med motsatt fortegn på entalpi- og entropibidraget, og be dem vurdere ved hvilke temperaturer reaksjonen er spontan, eventuelt ved å regne ut temperaturen der ΔG = 0."
sp-entropi-entalpi-og-likevekt,ferdighet,"Entropi, entalpi og spontanitet","Bruke entropi og entalpi til å forklare endringer i et likevektsystem","Eleven kan forklare, ved hjelp av entropi og entalpi, hvorfor en likevekt forskyver seg som den gjør når temperaturen endres, og koble dette til Le Chateliers prinsipp.",sp-vurdere-spontanitet;lk-forutsi-likevektsforskyvning,del2,"Gi eleven en likevektsreaksjon med kjent fortegn på reaksjonsentalpien, og be dem forklare - ved hjelp av entropi og entalpi, ikke bare Le Chateliers prinsipp i ord - hvorfor likevekten forskyves som den gjør når temperaturen økes eller senkes."
sp-gibbs-og-likevektskonstant,ferdighet,"Entropi, entalpi og spontanitet","Koble Gibbs frie energi til likevektskonstanten","Eleven kan bruke sammenhengen ΔG° = -RT·ln(K) til å regne ut K fra ΔG°, eller ΔG° fra K, og vet at en stor negativ ΔG° gir en stor K (likevekt langt mot produktsiden).",sp-vurdere-spontanitet;lk-likevektskonstant-begrep,del2,"Gi eleven ΔG° (eller nok informasjon til å beregne den) for en reaksjon ved en gitt temperatur, og be dem regne ut likevektskonstanten K, eller omvendt."
sp-beregne-varme-fra-temperaturendring,ferdighet,"Entropi, entalpi og spontanitet","Beregne varmemengde fra temperaturendring","Eleven kan bruke q = m·c·ΔT til å regne ut varmemengden som er tatt opp eller avgitt av en gitt mengde stoff (f.eks. en vannløsning) med kjent spesifikk varmekapasitet, når temperaturen endres.",sp-eksoterm-endoterm-begrep,del2,"Gi eleven massen, den spesifikke varmekapasiteten og temperaturendringen til en løsning (f.eks. etter en nøytraliseringsreaksjon), og be dem regne ut hvor mye varme som er tatt opp eller avgitt."
sb-syre-base-begrep,begrep,"Syrer, baser og buffere","Syre og base (Brønsted-Lowry)","Eleven vet at en Brønsted-Lowry-syre er et stoff som avgir et proton (H+) og en Brønsted-Lowry-base er et stoff som tar opp et proton, og kjenner igjen korresponderende syre-base-par.",,del1,
sb-kw-begrep,begrep,"Syrer, baser og buffere","Vannets ionprodukt Kw","Eleven vet at rent vann autoioniserer svakt, slik at [H3O+][OH-] = Kw = 1,0·10^-14 ved 25 °C, og at dette gir sammenhengen pH + pOH = 14 ved denne temperaturen.",sb-syre-base-begrep,del1,
sb-ph-poh-begrep,begrep,"Syrer, baser og buffere","pH og pOH","Eleven vet at pH = -log[H3O+] og pOH = -log[OH-] er mål på surhet og basiskhet til en løsning, og hvordan disse henger sammen via Kw.",sb-kw-begrep,del1,
sb-beregne-ph-sterk-syre-base,ferdighet,"Syrer, baser og buffere","Beregne pH for sterke syrer og baser","Eleven kan regne ut pH (eller pOH) i en løsning av en sterk syre eller sterk base med kjent konsentrasjon, ut fra at disse antas å være fullstendig ionisert/dissosiert.",sb-ph-poh-begrep,del1,"Gi eleven konsentrasjonen til en løsning av en sterk syre eller sterk base, og be dem regne ut pH i løsningen."
sb-syre-basekonstant-begrep,begrep,"Syrer, baser og buffere","Syrekonstanten Ka og basekonstanten Kb","Eleven vet at Ka og Kb er likevektskonstanter som beskriver hvor fullstendig en svak syre eller svak base ioniserer i vann, og at en større Ka/Kb betyr en sterkere svak syre/base.",sb-syre-base-begrep;lk-likevektskonstant-begrep,del1,
sb-beregne-ph-svak-syre-base,ferdighet,"Syrer, baser og buffere","Beregne pH for svake syrer og baser","Eleven kan bruke Ka eller Kb sammen med en ICE-tabell til å regne ut pH i en løsning av en svak syre eller svak base med kjent startkonsentrasjon.",sb-syre-basekonstant-begrep;sb-beregne-ph-sterk-syre-base;lk-beregne-likevektskonsentrasjoner,del2,"Gi eleven startkonsentrasjonen og Ka (eller Kb) for en svak syre (eller base), og be dem regne ut pH i løsningen ved hjelp av en ICE-tabell. Eksamen bruker ofte en polyprotisk syre (f.eks. eplesyre, sitronsyre eller fosforsyre) der eleven bare skal bruke det første protolysetrinnet (Ka1) - gjør eleven oppmerksom på dette der det er relevant."
sb-buffer-begrep,begrep,"Syrer, baser og buffere","Buffer","Eleven vet at en buffer er en løsning som inneholder en svak syre og dens korresponderende base (eller omvendt) i betydelige mengder, og at en slik løsning motstår store pH-endringer når det tilsettes små mengder syre eller base.",sb-syre-basekonstant-begrep,del1,
sb-beregne-ph-buffer,ferdighet,"Syrer, baser og buffere","Beregne pH i en bufferløsning","Eleven kan regne ut pH i en bufferløsning ut fra Ka og forholdet mellom konsentrasjonen av den svake syren og dens korresponderende base (Henderson-Hasselbalch).",sb-buffer-begrep;sb-beregne-ph-svak-syre-base,del2,"Gi eleven konsentrasjonene av en svak syre og dens korresponderende base i en bufferløsning, samt Ka, og be dem regne ut pH i bufferen."
sb-forklare-bufferkapasitet,ferdighet,"Syrer, baser og buffere","Forklare hvordan en buffer motstår pH-endring","Eleven kan forklare, med reaksjonslikninger, hvordan syre- og basekomponenten i en buffer hver for seg reagerer med tilsatt H3O+ eller OH- slik at pH endres lite.",sb-beregne-ph-buffer,del1,"Gi eleven en bufferløsning og en liten mengde tilsatt sterk syre eller sterk base, og be dem forklare - med reaksjonslikning - hvordan bufferen motvirker at pH endres mye."
sb-drofte-buffere-i-prosesser,ferdighet,"Syrer, baser og buffere","Drøfte betydningen av buffere i naturlige og industrielle prosesser","Eleven kan drøfte hvorfor stabil pH, opprettholdt av en buffer, er viktig i en gitt naturlig (f.eks. blod eller havvann) eller industriell prosess.",sb-forklare-bufferkapasitet,del2,"Gi eleven et eksempel på en naturlig (f.eks. blodets pH-regulering) eller industriell prosess som er avhengig av en buffer, og be dem drøfte hvorfor stabil pH er viktig der, og hva som kunne skjedd uten bufferen."
sb-indikator-begrep,begrep,"Syrer, baser og buffere","pH-indikator","Eleven vet at en pH-indikator er et stoff som skifter farge innenfor et bestemt pH-område, og at valg av indikator til en titrering avhenger av pH ved ekvivalenspunktet.",sb-ph-poh-begrep,del1,
sb-titrering-begrep,begrep,"Syrer, baser og buffere","Titrering og ekvivalenspunkt","Eleven vet at en titrering brukes til å bestemme konsentrasjonen til en ukjent syre eller base ved å tilsette en løsning med kjent konsentrasjon til akkurat ekvivalenspunktet er nådd (stoffmengde syre = stoffmengde base, korrigert for støkiometri).",sb-indikator-begrep,del1,
sb-tolke-titreringskurve,ferdighet,"Syrer, baser og buffere","Tolke en titreringskurve","Eleven kan lese av en titreringskurve (pH mot tilsatt volum) og bestemme ekvivalenspunktet, den opprinnelige konsentrasjonen til den titrerte løsningen, samt kjenne igjen det flate bufferområdet på kurven for en svak syre/base.",sb-titrering-begrep;sb-beregne-ph-buffer,del2,"Vis eleven en titreringskurve for titrering av en syre med en base (eller omvendt), og be dem bestemme ekvivalenspunktet, konsentrasjonen til den ukjente løsningen, og identifisere bufferområdet på kurven. Eleven kan også få se to titreringskurver side om side for en énprotisk og en flerprotisk syre, og bli bedt om å forklare hvorfor kurvene har ulikt antall trinn/ekvivalenspunkt."
lo-loselighetsprodukt-begrep,begrep,Løselighet,"Løselighetsproduktet Ksp","Eleven vet at løselighetsproduktet Ksp er likevektskonstanten for oppløsning av et tungtløselig ionisk stoff, og at en lav Ksp betyr et lite løselig stoff.",lk-likevektskonstant-begrep,del1,
lo-beregne-loselighet-fra-ksp,ferdighet,Løselighet,"Beregne løseligheten til et stoff fra Ksp","Eleven kan regne ut løseligheten (i mol/L eller g/L) til et tungtløselig ionisk stoff gitt Ksp, ved å sette opp uttrykket for Ksp i form av løseligheten.",lo-loselighetsprodukt-begrep,del2,"Gi eleven Ksp for et tungtløselig salt, og be dem regne ut løseligheten i mol/L, eventuelt omregnet til g/L."
lo-beregne-ksp-fra-loselighet,ferdighet,Løselighet,"Beregne Ksp fra oppgitt løselighet","Eleven kan regne ut Ksp for et tungtløselig ionisk stoff gitt løseligheten (i mol/L eller g/L).",lo-loselighetsprodukt-begrep,del2,"Gi eleven løseligheten (i mol/L eller g/L) til et tungtløselig salt, og be dem regne ut Ksp."
lo-vurdere-felling,ferdighet,Løselighet,"Vurdere om felling skjer","Eleven kan regne ut ionproduktet i en blandet løsning og sammenligne det med Ksp for å avgjøre om et tungtløselig stoff felles ut.",lo-beregne-ksp-fra-loselighet;lo-beregne-loselighet-fra-ksp,del2,"Gi eleven konsentrasjonene til to ioner som blandes (eventuelt ved fortynning når to løsninger blandes), og Ksp for saltet de kan danne, og be dem avgjøre om felling skjer ved å sammenligne ionproduktet med Ksp."
lo-felles-ioneffekt-begrep,begrep,Løselighet,"Felles-ioneffekten","Eleven vet at løseligheten til et tungtløselig ionisk stoff blir lavere i en løsning som allerede inneholder et av ionene stoffet består av (et felles ion), sammenlignet med i rent vann.",lo-loselighetsprodukt-begrep,del1,
