"id","type","emne","navn","beskrivelse","avhenger_av","hjelpemiddel","instruks"
"fag-trekke-konklusjoner-fra-data","ferdighet","Fysikk som fag","Analysere data og trekke konklusjoner","Eleven kan analysere data fra et forsøk eller en observasjon, vurdere om dataene støtter eller avkrefter en hypotese, og trekke en begrunnet konklusjon.","fag-planlegge-forsok;fag-vurdere-vitenskapelig-pastand","",""
"fag-vurdere-og-lage-modell","ferdighet","Fysikk som fag","Vurdere, bruke og lage modeller","Eleven kan vurdere styrker, svakheter og gyldighetsområdet til en gitt fysisk modell, og lage eller tilpasse en enkel modell for å beskrive eller forutsi et fysisk fenomen.","fag-modell-og-naturlov;fag-trekke-konklusjoner-fra-data","","Dette er en sentral, høyere taksonomisk ferdighet - forvent at eleven både resonnerer kvalitativt om en modells begrensninger og faktisk bruker/justerer en enkel modell på et konkret fenomen, gjerne hentet fra andre deler av faget (bevegelse, energi, stråling e.l.)."
"fag-digitale-verktoy-fysikk","begrep","Fysikk som fag","Digitale verktøy i fysikk","Eleven kan gjøre rede for hvordan programmering, videoanalyse og CAS-/graftegningsverktøy brukes i fysikk til å teste modeller, analysere bevegelse og gjøre beregninger som er upraktiske for hånd.","","",""
"prog-python-grunnfunksjoner","ferdighet","Programmering og numeriske metoder","Skrive en Python-funksjon","Eleven kan skrive og teste en egendefinert Python-funksjon som løser et enkelt fysikkproblem, for eksempel en enhetsomregning.","","","Be eleven faktisk skrive kode (ikke bare beskrive den), og les gjennom koden linje for linje sammen med eleven for å sjekke at logikken er riktig, ikke bare at den gir riktig tall."
"prog-lokker-betingelser","ferdighet","Programmering og numeriske metoder","Bruke løkker og betingelser til å behandle data","Eleven kan bruke for-løkker, range() og if/else-setninger til å behandle en liste med måleverdier eller tall, og kan forklare hva en gitt kodesnutt med løkker/betingelser gjør.","prog-python-grunnfunksjoner","",""
"prog-numpy-listeoperasjoner","ferdighet","Programmering og numeriske metoder","Hente nøkkeltall fra et datasett med numpy","Eleven kan bruke numpy-funksjoner som max, min, mean, sum og size til å hente ut nøkkeltall fra et datasett, som et alternativ til å skrive egne løkker og if-setninger.","prog-lokker-betingelser","",""
"prog-lese-og-plotte-data","ferdighet","Programmering og numeriske metoder","Lese inn og plotte data","Eleven kan lese inn en datafil i Python, lage en graf av dataene med tittel, aksenavn og rutenett, lese av verdier fra grafen, og lage et histogram som viser fordelingen av et datasett.","prog-numpy-listeoperasjoner","",""
"prog-regresjon-funksjonsuttrykk","ferdighet","Programmering og numeriske metoder","Finne funksjonsuttrykk med regresjon på måledata","Eleven kan bruke regresjon på et datasett (for eksempel i Python, GeoGebra eller CAS) til å finne et funksjonsuttrykk som beskriver dataene, og bruke uttrykket videre i beregninger.","prog-lese-og-plotte-data","",""
"prog-numerisk-modellering-varierende-storrelse","ferdighet","Programmering og numeriske metoder","Modellere en varierende størrelse numerisk","Eleven kan skrive et program som regner ut en størrelse steg for steg over et tidsintervall når den ikke er konstant (for eksempel akselerasjon som avhenger av fart), og tolke resultatet.","prog-lokker-betingelser","","Dette er kjernen i kompetansemålet om numeriske metoder og programmering til å modellere bevegelse der akselerasjonen ikke er konstant - la gjerne eleven bygge opp en enkel Eulers metode-aktig løkke fra bunnen."
"prog-utvide-fysikkprogram","ferdighet","Programmering og numeriske metoder","Utvide og teste et fysikkprogram","Eleven kan ta utgangspunkt i et gitt program som modellerer et fysisk fenomen, og utvide det til å undersøke hvordan en endring i en parameter påvirker resultatet, gjerne med en løkke over flere parameterverdier.","prog-numerisk-modellering-varierende-storrelse;prog-regresjon-funksjonsuttrykk","",""
"prog-numerisk-vs-analytisk","begrep","Programmering og numeriske metoder","Numerisk versus analytisk metode","Eleven forstår forskjellen mellom å beregne noe eksakt med en formel og å tilnærme det numerisk med en løkke, og kan forklare når numeriske metoder trengs fordi det ikke finnes en enkel formel.","prog-numerisk-modellering-varierende-storrelse","",""
"bev-posisjon-strekning-banelengde","begrep","Bevegelse","Posisjon, strekning og banelengde","Eleven kan forklare forskjellen mellom posisjonen til en gjenstand, strekningen (forflytningen) den har hatt i et tidsrom, og den totale banelengden den har tilbakelagt.","","",""
"bev-posisjonsgraf-funksjon","begrep","Bevegelse","Posisjonsgraf og posisjonsfunksjon","Eleven kan forklare hva en s-t-graf og en posisjonsfunksjon s(t) viser, og lese av posisjon ved et gitt tidspunkt.","bev-posisjon-strekning-banelengde","",""
"bev-fart-gjennomsnitt-momentan","begrep","Bevegelse","Gjennomsnittsfart og momentanfart","Eleven kan forklare forskjellen mellom gjennomsnittsfart over et tidsintervall og momentanfart som den deriverte av posisjonsfunksjonen.","bev-posisjon-strekning-banelengde","",""
"bev-fartsgraf-funksjon","begrep","Bevegelse","Fartsgraf og fartsfunksjon","Eleven kan forklare hva en v-t-graf og en fartsfunksjon v(t) viser, og lese av fart ved et gitt tidspunkt.","bev-fart-gjennomsnitt-momentan","",""
"bev-akselerasjon-gjennomsnitt-momentan","begrep","Bevegelse","Gjennomsnittsakselerasjon og momentanakselerasjon","Eleven kan forklare forskjellen mellom gjennomsnittsakselerasjon over et tidsintervall og momentanakselerasjon som den deriverte av fartsfunksjonen.","bev-fart-gjennomsnitt-momentan","",""
"bev-bevegelseslikningene","begrep","Bevegelse","Bevegelseslikningene for konstant akselerasjon","Eleven kjenner de fire bevegelseslikningene som knytter sammen strekning, starthastighet, sluttfart, akselerasjon og tid for en rettlinjet bevegelse med konstant akselerasjon.","bev-akselerasjon-gjennomsnitt-momentan","",""
"bev-fritt-fall","begrep","Bevegelse","Fritt fall","Eleven kan forklare hva fritt fall er, og kjenner tyngdeakselerasjonens tilnærmede verdi nær jordoverflaten.","bev-bevegelseslikningene","",""
"bev-regne-bevegelseslikningene","ferdighet","Bevegelse","Regne med bevegelseslikningene","Eleven kan bruke bevegelseslikningene til å finne en ukjent størrelse (strekning, fart, akselerasjon eller tid) for en rettlinjet bevegelse med konstant akselerasjon, med et bevisst valg av positiv retning.","bev-bevegelseslikningene","","Legg vekt på at eleven eksplisitt velger positiv retning før hun/han setter i gang, og pass på at svar oppgis med korrekte enheter og rimelig antall gjeldende siffer."
"bev-utlede-bevegelseslikningene","ferdighet","Bevegelse","Utlede bevegelseslikningene","Eleven kan utlede bevegelseslikningene algebraisk fra definisjonene av gjennomsnittsfart og gjennomsnittsakselerasjon.","bev-bevegelseslikningene","","Dette er en algebraisk utledningsoppgave, ikke en tallregningsoppgave - be eleven vise hvert steg og begrunne det."
"bev-tolke-koeffisienter-bevegelsesfunksjon","ferdighet","Bevegelse","Tolke koeffisienter i en bevegelsesfunksjon","Eleven kan tolke hva koeffisientene i en gitt posisjons- eller fartsfunksjon forteller om starthastighet, startposisjon og akselerasjon, og bruke tolkningen videre i beregninger.","bev-bevegelseslikningene","",""
"bev-lose-fritt-fall-oppgaver","ferdighet","Bevegelse","Løse oppgaver om fritt fall","Eleven kan løse problemer om fritt fall og kast rett opp eller ned, som å finne falltid, maksimal høyde, hastighet ved treff eller starthøyde.","bev-fritt-fall;bev-regne-bevegelseslikningene","",""
"bev-flerfase-bevegelse","ferdighet","Bevegelse","Løse oppgaver om bevegelse med flere faser","Eleven kan løse et sammenhengende problem der en bevegelse består av flere faser med ulik (eller konstant) akselerasjon eller fart etter hverandre.","bev-regne-bevegelseslikningene","",""
"bev-samtidig-bevegelse-flere-objekter","ferdighet","Bevegelse","Analysere samtidig bevegelse til flere objekter","Eleven kan analysere når og hvor to objekter i bevegelse møtes eller tar igjen hverandre, ut fra hver sin posisjons- eller fartsfunksjon.","bev-regne-bevegelseslikningene","",""
"bev-tegne-tolke-bevegelsesgrafer","ferdighet","Bevegelse","Tegne og tolke bevegelsesgrafer","Eleven kan tegne og tolke sammenhengen mellom s-t-, v-t- og a-t-grafer for samme bevegelse, og skissere en av grafene når en annen er gitt.","bev-posisjonsgraf-funksjon;bev-fartsgraf-funksjon;bev-bevegelseslikningene","",""
"bev-numerisk-fart-akselerasjon-fra-data","ferdighet","Bevegelse","Finne fart og akselerasjon numerisk fra data","Eleven kan bruke video- eller måledata for posisjon til å beregne fart og akselerasjon numerisk i små tidsintervaller, og vurdere usikkerheten i resultatet.","bev-fart-gjennomsnitt-momentan;bev-akselerasjon-gjennomsnitt-momentan;prog-lese-og-plotte-data","",""
"bev-regresjon-bevegelsesfunksjon","ferdighet","Bevegelse","Finne bevegelsesfunksjon med regresjon på data","Eleven kan bruke regresjon på måledata for posisjon til å finne et funksjonsuttrykk, og derivere det for å finne fartsfunksjonen.","bev-bevegelseslikningene;prog-regresjon-funksjonsuttrykk","",""
"bev-reaksjonstid-bremselengde","ferdighet","Bevegelse","Løse oppgaver om reaksjonstid og bremselengde","Eleven kan løse et sammensatt kinematikkproblem som kombinerer reaksjonstid og bremselengde, for eksempel i en trafikksituasjon.","bev-regne-bevegelseslikningene","",""
"bev-vurdere-fritt-fall-som-modell","ferdighet","Bevegelse","Vurdere fritt fall som modell","Eleven kan vurdere om fritt fall er en rimelig modell i en gitt situasjon, og forklare hvilke vilkår som må være oppfylt for at modellen skal holde.","bev-fritt-fall;fag-vurdere-og-lage-modell","",""
"bev-begrunne-fortegn-bevegelse","ferdighet","Bevegelse","Begrunne fortegn og retningsvalg","Eleven kan forklare hvordan valg av positiv retning påvirker fortegnene i en bevegelseslikning, og tolke løsningene av en andregradslikning i en kinematikkoppgave, inkludert hva en eventuell ekstra løsning betyr.","bev-regne-bevegelseslikningene","",""
"bev-drofte-og-beskrive-bevegelse","ferdighet","Bevegelse","Beskrive og sammenligne bevegelse","Eleven kan beskrive en bevegelse med ord ut fra en graf, sammenligne fart og akselerasjon mellom ulike faser eller datasett, og begrunne kvalitative påstander om bevegelsen.","bev-tegne-tolke-bevegelsesgrafer","",""
"kraft-som-vektor","begrep","Krefter","Kraft som vektorstørrelse","Eleven kan forklare at en kraft virker på et legeme fra et annet legeme, kan endre bevegelsen eller formen til legemet, og har både størrelse og retning.","krefter-vektor-generelt","",""
"kraft-kontakt-fjernkrefter","begrep","Krefter","Kontaktkrefter og fjernkrefter","Eleven kan forklare forskjellen mellom kontaktkrefter (som virker mellom legemer i berøring) og fjernkrefter (som virker over avstand), med eksempler på hver.","kraft-som-vektor","",""
"kraft-newtons-1-lov","begrep","Krefter","Newtons 1. lov","Eleven kan gjøre rede for Newtons 1. lov: at et legeme blir værende i ro eller beveger seg med konstant fart hvis og bare hvis summen av kreftene på det er null.","kraft-som-vektor","",""
"kraft-newtons-2-lov","begrep","Krefter","Newtons 2. lov","Eleven kan gjøre rede for Newtons 2. lov: at summen av kreftene på et legeme er lik massen ganger akselerasjonen.","kraft-som-vektor","",""
"kraft-newtons-3-lov","begrep","Krefter","Newtons 3. lov","Eleven kan gjøre rede for Newtons 3. lov: at når en kraft virker på legeme B fra legeme A, virker det en like stor, motsatt rettet kraft på A fra B.","kraft-som-vektor","",""
"kraft-gravitasjonskraft","begrep","Krefter","Gravitasjonskraft","Eleven kan forklare at gravitasjonskraften på et legeme nær jordoverflaten er rettet mot jordas sentrum og har størrelse lik massen ganger tyngdeakselerasjonen.","kraft-newtons-2-lov","",""
"kraft-friksjon","begrep","Krefter","Friksjon","Eleven kan forklare forskjellen mellom hvilefriksjon og glidefriksjon, og kjenner sammenhengen mellom glidefriksjonskraft, friksjonstall og normalkraft.","kraft-kontakt-fjernkrefter;kraft-normalkraft","",""
"kraft-luftmotstand-terminalfart","begrep","Krefter","Luftmotstand og terminalfart","Eleven kan forklare at luftmotstand på et legeme i fart ofte er proporsjonal med farten i andre potens, og hva som menes med terminalfart.","kraft-newtons-2-lov","",""
"kraft-indre-ytre-krefter","begrep","Krefter","Indre og ytre krefter i et sammensatt system","Eleven kan skille mellom indre krefter (mellom deler av et sammensatt system, som to klosser bundet sammen) og ytre krefter (fra omgivelsene på hele systemet).","kraft-newtons-3-lov","",""
"kraft-newtons-2-lov-enkeltlegeme","ferdighet","Krefter","Sette opp og løse Newtons 2. lov for ett legeme","Eleven kan sette opp og løse Newtons 2. lov for et enkeltlegeme for å finne en ukjent kraft, masse eller akselerasjon.","kraft-newtons-2-lov;kraft-gravitasjonskraft","",""
"kraft-frilegemediagram","ferdighet","Krefter","Tegne frilegemediagram","Eleven kan tegne et frilegemediagram som viser alle kreftene på et legeme eller et sammensatt system, og skille ytre krefter fra indre krefter.","kraft-indre-ytre-krefter;kraft-newtons-2-lov-enkeltlegeme","",""
"kraft-newtons-2-lov-sammensatt-system","ferdighet","Krefter","Sette opp og løse Newtons 2. lov for sammensatte systemer","Eleven kan sette opp og løse Newtons 2. lov for et system av flere legemer bundet sammen med snor eller tau, med eller uten trinse og friksjon, og finne felles akselerasjon og krefter mellom delene.","kraft-frilegemediagram;kraft-snordrag-trinse","",""
"kraft-friksjonsberegninger","ferdighet","Krefter","Regne ut friksjonskraft og friksjonstall","Eleven kan regne ut friksjonskraft og friksjonstall, og avgjøre om et legeme blir liggende i ro eller begynner å gli gitt en påført kraft.","kraft-friksjon;kraft-newtons-2-lov-enkeltlegeme;kraft-normalkraft","",""
"kraft-luftmotstandsberegninger","ferdighet","Krefter","Regne med luftmotstand","Eleven kan regne med luftmotstandsformelen L=kv², bestemme luftmotstandskoeffisienten k fra en oppgitt terminalfart, og undersøke hvordan masse og k påvirker terminalfarten.","kraft-luftmotstand-terminalfart","",""
"kraft-kombinere-kinematikk-dynamikk","ferdighet","Krefter","Kombinere kinematikk og dynamikk","Eleven kan utlede kraften eller akselerasjonen til et legeme fra en gitt bevegelsesfunksjon ved hjelp av Newtons 2. lov, eller omvendt utlede bevegelsen fra kjente krefter.","kraft-newtons-2-lov-enkeltlegeme;bev-tolke-koeffisienter-bevegelsesfunksjon","",""
"kraft-numerisk-modell-friksjon-luftmotstand","ferdighet","Krefter","Modellere friksjon og luftmotstand numerisk","Eleven kan skrive eller utvide et program som modellerer bevegelse med friksjon og/eller luftmotstand som varierer med farten, og tolke resultatene.","kraft-luftmotstandsberegninger;prog-numerisk-modellering-varierende-storrelse","",""
"kraft-teste-luftmotstandsmodell-mot-data","ferdighet","Krefter","Teste en luftmotstandsmodell mot data","Eleven kan bruke måle- eller videodata til å teste om luftmotstanden på et fallende legeme følger L=kv eller L=kv², ved å justere k til modellen passer med observasjonene.","kraft-luftmotstandsberegninger;prog-regresjon-funksjonsuttrykk","",""
"kraft-vurdere-pastand-med-newtons-lover","ferdighet","Krefter","Vurdere påstander med Newtons lover","Eleven kan forklare og vurdere en fysisk påstand ved hjelp av Newtons lover, friksjon eller luftmotstand som begrunnelse, og identifisere kraft-motkraftpar i en konkret situasjon.","kraft-newtons-1-lov;kraft-newtons-3-lov;kraft-friksjon;kraft-luftmotstand-terminalfart","","Legg fram en påstand eleven må ta stilling til og begrunne fysisk (f.eks. om en heis, et tau eller en bakke), ikke bare be om en ren utregning."
"energi-kinetisk","begrep","Mekanisk energi","Kinetisk energi","Eleven kan forklare hva kinetisk energi er, og at den avhenger av massen og farten i andre potens.","","",""
"energi-potensiell","begrep","Mekanisk energi","Potensiell energi","Eleven kan forklare hva potensiell energi er, at den krever et valgt nullnivå, og at valget av nullnivå ikke påvirker fysiske størrelser som fartsendring eller energitap.","","",""
"energi-mekanisk-sum","begrep","Mekanisk energi","Mekanisk energi","Eleven kan forklare at mekanisk energi er summen av kinetisk og potensiell energi for et system.","energi-kinetisk;energi-potensiell","",""
"energi-arbeid","begrep","Mekanisk energi","Arbeid","Eleven kan forklare at arbeid er energioverføring ved at en kraft virker langs en forflytning, og at vinkelen mellom kraft og bevegelse avgjør om arbeidet er positivt, negativt eller null.","energi-kinetisk","",""
"energi-arbeid-energi-setningen","begrep","Mekanisk energi","Arbeid-energi-setningen","Eleven kan forklare sammenhengen mellom nettoarbeidet på et legeme og endringen i dets kinetiske energi.","energi-arbeid","",""
"energi-bevaring-mekanisk","begrep","Mekanisk energi","Bevaring av mekanisk energi","Eleven kan forklare når mekanisk energi er bevart (kun konservative krefter gjør arbeid), og at friksjon og luftmotstand fører til at mekanisk energi omdannes til andre energiformer.","energi-mekanisk-sum;energi-arbeid;energi-konservativ-kraft","",""
"energi-effekt-virkningsgrad","begrep","Mekanisk energi","Effekt og virkningsgrad","Eleven kan forklare hva effekt er (energioverføring per tid), og hva virkningsgrad betyr som andelen av tilført energi eller effekt som blir nyttig.","energi-arbeid","",""
"energi-elastisk-fjaer","begrep","Mekanisk energi","Elastisk potensiell energi","Eleven kan forklare at en sammenpresset eller uttøyd fjær lagrer elastisk potensiell energi, og at denne avhenger av utslaget i andre potens.","energi-potensiell","",""
"energi-beregne-kinetisk-potensiell","ferdighet","Mekanisk energi","Beregne kinetisk og potensiell energi","Eleven kan beregne kinetisk og potensiell energi for et legeme, med et bevisst og tydelig valgt nullnivå for potensiell energi.","energi-kinetisk;energi-potensiell","",""
"energi-bevaring-finne-fart-hoyde","ferdighet","Mekanisk energi","Bruke energibevaring til å finne fart eller høyde","Eleven kan bruke bevaring av mekanisk energi til å finne en ukjent fart eller høyde i situasjoner som fritt fall, skråplan, pendel eller kast, og sammenligne denne metoden med å bruke bevegelseslikningene.","energi-bevaring-mekanisk;energi-beregne-kinetisk-potensiell","",""
"energi-arbeid-kraft-forflytning","ferdighet","Mekanisk energi","Beregne arbeid fra kraft og forflytning","Eleven kan beregne arbeidet utført av en kraft gitt kraften, forflytningen og vinkelen mellom dem, og koble dette til endringen i kinetisk energi.","energi-arbeid;energi-arbeid-energi-setningen","",""
"energi-energitap-friksjonsarbeid","ferdighet","Mekanisk energi","Beregne energitap og friksjonsarbeid","Eleven kan finne tapt mekanisk energi ved å sammenligne energien før og etter en bevegelse, og bruke dette til å regne ut friksjonskraft, friksjonstall eller manglende arbeid.","energi-bevaring-mekanisk;kraft-friksjonsberegninger","",""
"energi-effekt-virkningsgrad-beregninger","ferdighet","Mekanisk energi","Beregne effekt og virkningsgrad","Eleven kan beregne effekt fra energi eller arbeid og tid, regne om mellom energienheter, og sette opp virkningsgradberegninger, for eksempel for et kraftverk.","energi-effekt-virkningsgrad","",""
"energi-fjaerenergiberegninger","ferdighet","Mekanisk energi","Beregne energi lagret i en fjær","Eleven kan bestemme fjærkonstanten til en fjær eller finne utskytningsfarten til et legeme, ut fra energien som er lagret i en sammenpresset eller uttøyd fjær.","energi-elastisk-fjaer;energi-bevaring-finne-fart-hoyde","",""
"energi-vurdere-om-energi-er-bevart","ferdighet","Mekanisk energi","Vurdere om mekanisk energi er bevart","Eleven kan vurdere og begrunne om mekanisk energi er bevart i en gitt situasjon ut fra hvilke krefter som virker, og forklare sammenhengen mellom arbeid, kinetisk og potensiell energi med egne ord.","energi-bevaring-mekanisk","",""
"mengde-bevegelsesmengde","begrep","Bevegelsesmengde","Bevegelsesmengde","Eleven kan forklare at bevegelsesmengde er produktet av masse og fart, og at den er en vektorstørrelse.","krefter-vektor-generelt","",""
"mengde-newtons-2-lov-impulsform","begrep","Bevegelsesmengde","Newtons 2. lov på impulsform","Eleven kan forklare Newtons 2. lov uttrykt som sammenhengen mellom kraftsum og endring i bevegelsesmengde per tid (impuls).","mengde-bevegelsesmengde;kraft-newtons-2-lov","",""
"mengde-bevaring","begrep","Bevegelsesmengde","Bevaring av bevegelsesmengde","Eleven kan forklare at total bevegelsesmengde i et isolert system er den samme før og etter et støt eller en eksplosjon.","mengde-bevegelsesmengde;mengde-isolert-system","",""
"mengde-elastisk-uelastisk-stot","begrep","Bevegelsesmengde","Elastisk og uelastisk støt","Eleven kan skille mellom elastisk støt (kinetisk energi bevart), uelastisk støt (kinetisk energi minker) og fullstendig uelastisk støt (legemene får felles fart etter støtet).","mengde-bevaring","",""
"mengde-beregne-bevegelsesmengde","ferdighet","Bevegelsesmengde","Beregne bevegelsesmengde","Eleven kan beregne bevegelsesmengden til ett eller flere legemer, eventuelt som funksjon av tid.","mengde-bevegelsesmengde","",""
"mengde-impuls-kraft-beregninger","ferdighet","Bevegelsesmengde","Beregne kraft fra impuls","Eleven kan finne den gjennomsnittlige kraften som virker i et støt eller en oppbremsing, ut fra endringen i bevegelsesmengde over et tidsintervall.","mengde-newtons-2-lov-impulsform;mengde-beregne-bevegelsesmengde","",""
"mengde-lose-kollisjoner-bevaring","ferdighet","Bevegelsesmengde","Løse enkle kollisjoner","Eleven kan løse en endimensjonal kollisjon med bevaring av bevegelsesmengde for å finne en ukjent fart før eller etter støtet.","mengde-bevaring;mengde-beregne-bevegelsesmengde","",""
"mengde-klassifisere-stot-energiomdanning","ferdighet","Bevegelsesmengde","Klassifisere støt og beregne energiomdanning","Eleven kan avgjøre om et støt er elastisk, uelastisk eller fullstendig uelastisk ut fra oppgitte farter, og beregne hvor mye kinetisk energi som omdannes i et uelastisk støt.","mengde-elastisk-uelastisk-stot;mengde-lose-kollisjoner-bevaring;energi-kinetisk","",""
"mengde-elastisk-stot-to-ukjente","ferdighet","Bevegelsesmengde","Løse elastisk støt med to ukjente","Eleven kan kombinere bevaring av bevegelsesmengde og kinetisk energi til å løse for to ukjente sluttfarter i et elastisk støt.","mengde-klassifisere-stot-energiomdanning","",""
"mengde-sammensatt-stot-og-energibevaring","ferdighet","Bevegelsesmengde","Kombinere støt og energibevaring","Eleven kan kombinere et fullstendig uelastisk støt med etterfølgende bevaring av mekanisk energi (som i en ballistisk pendel) til å finne en initialfart.","mengde-klassifisere-stot-energiomdanning;energi-bevaring-finne-fart-hoyde","",""
"mengde-eksplosjons-fraskyvningsproblemer","ferdighet","Bevegelsesmengde","Løse eksplosjons- og fraskyvningsproblemer","Eleven kan bruke bevaring av bevegelsesmengde på situasjoner der to legemer i ro dyttes fra hverandre, også når ekstra energi tilføres systemet.","mengde-bevaring;mengde-beregne-bevegelsesmengde","",""
"mengde-forklare-fenomener","ferdighet","Bevegelsesmengde","Forklare fenomener med bevegelsesmengde","Eleven kan forklare hverdagsfenomener som rekyl, kollisjonsputer og hvorfor man bøyer knærne ved landing, ved hjelp av bevegelsesmengde, og vurdere sikkerhet eller design begrunnet i fysikk.","mengde-bevaring","",""
"termo-temperatur-indre-energi","begrep","Termofysikk","Temperatur og indre energi","Eleven kan forklare at temperatur er et mål på gjennomsnittlig kinetisk energi til molekylene i et stoff, og hva indre energi er.","","",""
"termo-varme-varmekapasitet","begrep","Termofysikk","Varme og varmekapasitet","Eleven kan forklare at varme er energioverføring drevet av temperaturforskjell, og hva spesifikk varmekapasitet betyr.","termo-temperatur-indre-energi","",""
"termo-latent-varme","begrep","Termofysikk","Latent varme og faseoverganger","Eleven kan forklare at faseoverganger som smelting og fordampning krever eller frigjør energi ved konstant temperatur, kalt latent varme.","termo-temperatur-indre-energi","",""
"termo-1-lov","begrep","Termofysikk","Termofysikkens 1. lov","Eleven kan gjøre rede for termofysikkens 1. lov: at endringen i indre energi i et system er summen av tilført varme og utført arbeid.","termo-temperatur-indre-energi;energi-arbeid","",""
"termo-2-lov-entropi","begrep","Termofysikk","Termofysikkens 2. lov og entropi","Eleven kan forklare at varme spontant går fra varmt til kaldt, og hva entropi er som et mål på uorden som øker i spontane prosesser.","termo-1-lov","",""
"termo-temperaturomregning","ferdighet","Termofysikk","Regne om mellom celsius og kelvin","Eleven kan regne om mellom celsiusgrader og kelvin.","termo-temperatur-indre-energi","",""
"termo-varmekapasitetsberegninger","ferdighet","Termofysikk","Beregne varmekapasitet","Eleven kan regne ut energi, temperaturendring eller ukjent spesifikk varmekapasitet, inkludert i situasjoner der to stoffer utveksler varme til de når felles temperatur.","termo-varme-varmekapasitet;termo-temperaturomregning","",""
"termo-latent-varme-beregninger","ferdighet","Termofysikk","Beregne latent varme","Eleven kan beregne energien som trengs for en faseovergang, alene eller i en sammenhengende beregning som kombinerer oppvarming og faseovergang i flere steg.","termo-latent-varme;termo-varmekapasitetsberegninger","",""
"termo-anvende-1-lov","ferdighet","Termofysikk","Anvende termofysikkens 1. lov","Eleven kan identifisere fortegn og størrelse på tilført varme, utført arbeid og endring i indre energi for en gitt prosess, som kompresjon, forbrenning eller ekspansjon.","termo-1-lov","",""
"termo-virkningsgrad","ferdighet","Termofysikk","Beregne virkningsgrad i termiske prosesser","Eleven kan sette opp og beregne virkningsgraden til en termisk prosess eller maskin.","termo-1-lov;energi-effekt-virkningsgrad-beregninger","",""
"termo-sammensatt-overslagsberegning","ferdighet","Termofysikk","Kombinere flere varmeberegninger i én oppgave","Eleven kan kombinere effekt, tid, varmekapasitet og latent varme i én sammenhengende beregning i et praktisk scenario.","termo-varmekapasitetsberegninger;termo-latent-varme-beregninger","",""
