id,type,emne,navn,beskrivelse,avhenger_av,hjelpemiddel,instruks
median-fra-kumulativ-frekvensdiagram,ferdighet,Statistikk,Anslå medianen fra et kumulativt frekvensdiagram,"Eleven kan bruke et kumulativt frekvensdiagram til å anslå medianen for klassedelte data, og kan gjøre rede for at dette krever en antakelse om at verdiene er jevnt (lineært) fordelt innad i hver klasse.",tolke-kumulativ-frekvensdiagram;median-datasett,del1,"Vis eleven et kumulativt frekvensdiagram for klassedelte data og be dem lese av et anslag for medianen, samt eksplisitt formulere hvilken antakelse de gjør for at avlesningen skal være gyldig."
bestemme-kumulativ-frekvens-radata,ferdighet,Statistikk,Bestemme kumulativ frekvens for ikke-grupperte data,"Eleven kan bestemme den kumulative frekvensen (antall eller prosent) for en gitt verdi i et ikke-gruppert datasett, og gi en praktisk tolkning av svaret.",kumulativ-frekvens-begrep;relativ-frekvens,begge,"Gi eleven et konkret, ikke-gruppert datasett (gjerne en frekvenstabell) og be dem bestemme kumulativ frekvens for en oppgitt verdi, med praktisk tolkning i kontekst. På del 1 gjøres opptellingen for hånd, på del 2 kan håndholdt kalkulator brukes til opptelling/prosentregning - men verken gir noen snarvei rundt selve resonnementet."
gjennomsnitt-fra-klassedelt-datasett,ferdighet,Statistikk,Beregne gjennomsnitt fra klassedelte data,"Eleven kan anslå gjennomsnittet for et klassedelt datasett ved å bruke midtpunktet i hver klasse som representant for verdiene i klassen, og forklare at dette bygger på en forutsetning om at verdiene er noenlunde jevnt fordelt innad i hver klasse.",klassedelt-datasett-begrep;gjennomsnitt-datasett,begge,"Gi eleven en frekvenstabell med klassedelte data, og be dem anslå gjennomsnittet ved å bruke midtpunktet i hver klasse, samt eksplisitt nevne hvilken forutsetning anslaget bygger på. Kan gjøres for hånd på del 1 eller med kalkulator på del 2."
andel-i-klassedelt-datasett,ferdighet,Statistikk,Bestemme andelen av et klassedelt datasett over eller under en gitt verdi,"Eleven kan, for et klassedelt datasett, bestemme hvor stor andel av observasjonene som ligger over eller under en gitt verdi som ikke nødvendigvis er et klassegrenseskille, ved å anta jevn fordeling innad i klassen verdien faller i.",klassedelt-datasett-begrep;tolke-kumulativ-frekvensdiagram,del2,"Gi eleven en klassedelt frekvenstabell og en bestemt verdi (f.eks. et gjennomsnitt de nettopp har regnet ut) som faller inni en av klassene, og be dem anslå hvor stor andel av datasettet som ligger over eller under denne verdien."
standardavvik-begrep,begrep,Statistikk,Standardavvik,"Eleven vet at standardavviket måler hvor mye verdiene i et datasett typisk avviker fra gjennomsnittet, og at et lavere standardavvik betyr mindre spredning.",gjennomsnitt-datasett,del2,
kalkulator-statistikkmodus,ferdighet,Statistikk,Bruke kalkulatorens statistikkmodus,Eleven kan legge inn et datasett i den håndholdte kalkulatorens statistikkmodus og lese av sentralmål som gjennomsnitt og median.,gjennomsnitt-datasett;median-datasett,del2,"Gi eleven et datasett med relativt mange verdier og be dem legge det inn i kalkulatorens statistikkmodus og lese av gjennomsnitt og median, og sammenligne med en håndberegning på et lite utvalg av tallene."
bestemme-standardavvik,ferdighet,Statistikk,Bestemme standardavviket til et datasett,"Eleven kan bruke håndholdt kalkulator til å bestemme standardavviket til et datasett, og forklare hva verdien forteller om spredningen.",standardavvik-begrep;kalkulator-statistikkmodus,del2,"Gi eleven et datasett og be dem bruke kalkulatoren til å finne standardavviket, og deretter forklare kort hva verdien forteller om spredningen i akkurat dette datasettet."
sammenligne-fordelinger-fra-mal,ferdighet,Statistikk,Sammenligne fordelinger ut fra sentral- og spredningsmål,"Eleven kan resonnere om formen og spredningen til to fordelinger ut fra oppgitte sentralmål (gjennomsnitt, median) og spredningsmål (standardavvik), uten å kjenne de originale dataene.",standardavvik-begrep;median-datasett;gjennomsnitt-datasett,del2,Gi eleven sentral- og spredningsmål for to datasett (uten selve dataene) og be dem beskrive hva forskjellene forteller om hvordan de to fordelingene sannsynligvis ser ut.
velge-beste-sentralmal,ferdighet,Statistikk,Vurdere hvilket sentralmål som best representerer et datasett,"Eleven kan vurdere om gjennomsnittet eller medianen gir det mest representative bildet av et datasett, og begrunne valget - særlig med tanke på hvordan uteliggere (ekstremverdier) påvirker gjennomsnittet mer enn medianen.",median-datasett;gjennomsnitt-datasett,del2,"Gi eleven et datasett (eller sentralmålene for det) der gjennomsnitt og median er tydelig forskjellige, gjerne på grunn av én ekstremverdi, og be dem vurdere og begrunne hvilket sentralmål som best representerer materialet."
vurdere-pastand-om-fordeling,ferdighet,Statistikk,Vurdere en påstand om en fordeling,"Eleven kan vurdere en påstand om en fordeling basert på oppgitte sentral- og spredningsmål, avgjøre om påstanden nødvendigvis er sann, og eventuelt underbygge svaret med et moteksempel.",sammenligne-fordelinger-fra-mal,del2,"Presenter en påstand om en av to fordelinger (basert på oppgitte sentral- og spredningsmål) og be eleven avgjøre om påstanden nødvendigvis stemmer, med begrunnelse - eventuelt ved å konstruere et moteksempel-datasett."
lengder-fra-koordinatsystem,ferdighet,Geometri,Lese lengder og avstander i et koordinatsystem,"Eleven kan lese av koordinater til punkter i et koordinatsystem og bruke dem til å bestemme lengder som grunnlinjer, høyder og sidelengder i en figur.",koordinatsystem-begrep,del1,"Vis eleven en enkel figur tegnet i et koordinatsystem med noen koordinater markert, og be dem bestemme lengder (grunnlinje, høyde, sidelengde) som trengs for videre beregning."
areal-trekant,ferdighet,Geometri,Bruke arealformelen for trekant,Eleven kan bruke formelen for arealet av en trekant (halve grunnlinjen ganger høyden) til å bestemme arealet av en trekant tegnet i et koordinatsystem.,lengder-fra-koordinatsystem;koordinatsystem-begrep,del1,Vis eleven en trekant tegnet i et koordinatsystem og be dem bestemme arealet.
areal-trapes,ferdighet,Geometri,Bruke arealformelen for trapes,"Eleven kan bruke formelen for arealet av et trapes, eller alternativt dele opp figuren i kjente delfigurer (f.eks. rektangel og trekant), til å bestemme arealet av en firkant tegnet i et koordinatsystem.",lengder-fra-koordinatsystem;koordinatsystem-begrep,del1,"Vis eleven en trapesformet (eller annen sammensatt) firkant tegnet i et koordinatsystem og be dem bestemme arealet, gjerne med to ulike metoder (trapesformel og oppdeling)."
areal-sirkel,ferdighet,Geometri,Bruke arealformelen for sirkel,Eleven kan bruke formelen for arealet av en sirkel (π·r²) til å beregne arealet gitt radius eller diameter.,,begge,"Gi eleven radius eller diameter til en sirkel, og be dem beregne arealet."
areal-sirkel-sektor,ferdighet,Geometri,Bestemme areal av sirkelsektor og sammensatte sirkelfigurer,"Eleven kan bestemme arealet av en sirkelsektor, og bruke addisjon eller subtraksjon av kjente arealer til å finne arealet av en sammensatt figur som består av deler av en sirkel.",lengder-fra-koordinatsystem;areal-sirkel;koordinatsystem-begrep,del1,"Vis eleven en figur som består av en sirkelsektor, eventuelt med et «utsnitt» tatt bort, tegnet i et koordinatsystem, og be dem bestemme arealet av figuren."
pytagoras-setningen,ferdighet,Geometri,Bruke Pytagoras' setning,Eleven kan bruke Pytagoras' setning til å finne en ukjent side i en rettvinklet trekant når de to andre sidene er kjent.,,begge,"Gi eleven en rettvinklet trekant der to av sidene er kjent (katet-katet eller katet-hypotenus), og be dem finne den tredje siden med Pytagoras' setning."
volumenhet-omgjoring,ferdighet,Geometri,Gjøre om mellom volumenheter,"Eleven kan gjøre om mellom volumenheter som mm³, cm³, m³ og liter, og kombinere dette med omregning av lengdeenheter før en volumberegning.",lengdeenheter-omgjoring,del1,"Gi eleven et volum oppgitt i én enhet (mm³, cm³, m³ eller liter) og be dem regne det om til en annen, oppgitt enhet - eventuelt kombinert med en lengdeomregning før selve volumberegningen."
volum-rett-prisme,ferdighet,Geometri,Beregne volumet av et rett prisme,"Eleven kan beregne volumet av et rett prisme (f.eks. en kloss eller et lag med et gitt tverrsnitt) ved å multiplisere lengde, bredde og høyde/tykkelse, med riktig enhetsomregning underveis.",volumenhet-omgjoring,del2,"Gi eleven mål (lengde, bredde, høyde/tykkelse) i ulike enheter for et rett prisme, og be dem beregne volumet i en oppgitt enhet (f.eks. kubikkmeter)."
volum-kjegle,ferdighet,Geometri,Beregne volumet av en kjegle,"Eleven kan bruke volumformelen for en kjegle (V=⅓·π·r²·h) til å beregne volumet gitt diameter eller radius og høyde, og bruke resultatet til å vurdere om en mengde er tilstrekkelig i en praktisk sammenheng.",volumenhet-omgjoring;areal-sirkel,del2,"Gi eleven diameter (eller radius) og høyde til en kjegleformet haug eller gjenstand, og be dem beregne volumet, gjerne med en oppfølging om volumet er nok/tilstrekkelig sammenlignet med et annet oppgitt volum."
losing-linear-likning,ferdighet,Likninger og funksjoner,Løse en lineær likning,Eleven kan løse en lineær likning med én ukjent.,,del1,Gi eleven en enkel lineær likning med én ukjent og be dem løse den.
nullprodukt-setningen,ferdighet,Likninger og funksjoner,Løse en faktorisert likning med nullproduktsetningen,Eleven kan løse en likning gitt på faktorisert form ved å bruke at et produkt er null hvis og bare hvis minst én av faktorene er null.,losing-linear-likning,del1,Gi eleven en likning på formen (uttrykk)·(uttrykk)=0 og be dem finne alle løsningene.
likningssystem-ved-regning,ferdighet,Likninger og funksjoner,Løse et likningssystem ved regning,"Eleven kan løse et lineært likningssystem med to ukjente ved regning, for eksempel ved innsettingsmetoden eller addisjonsmetoden.",losing-linear-likning,del1,"Gi eleven et lineært likningssystem med to ukjente og be dem løse det ved regning, og vise metoden tydelig."
sette-opp-losningssystem-fra-tekst,ferdighet,Likninger og funksjoner,Sette opp og løse et likningssystem ut fra en tekstoppgave,"Eleven kan oversette en praktisk situasjon med flere ukjente størrelser (to eller tre) til et likningssystem, og løse det ved regning.",likningssystem-ved-regning,begge,"Gi eleven en tekstoppgave der to eller tre personer kjøper ulike kombinasjoner av de samme varene til oppgitte totalpriser, eller en tilsvarende situasjon med to ukjente størrelser (f.eks. vekten av to typer sekker/poser gitt antallet av hver og en oppgitt totalvekt), og be dem sette opp og løse likningssystemet."
linear-funksjon-begrep,begrep,Likninger og funksjoner,"Lineær funksjon, stigningstall og konstantledd","Eleven vet at en lineær funksjon kan skrives på formen y=ax+b, og kjenner betydningen av stigningstallet a og konstantleddet b.",losing-linear-likning,del1,
tegne-linear-funksjon,ferdighet,Likninger og funksjoner,Tegne grafen til en lineær funksjon,"Eleven kan tegne grafen til en lineær funksjon gitt på likningsform, for eksempel ved å finne skjæringspunkt med aksene eller sette opp en verditabell.",linear-funksjon-begrep;koordinatsystem-begrep;skjaeringspunkt-begrep,del1,Gi eleven en lineær likning (f.eks. på formen ax+by=c) og be dem tegne grafen for hånd i et koordinatsystem.
graftisk-losing-likningssystem,ferdighet,Likninger og funksjoner,Løse et likningssystem grafisk,Eleven kan løse et lineært likningssystem grafisk ved å tegne begge linjene i samme koordinatsystem og lese av skjæringspunktet.,tegne-linear-funksjon;koordinatsystem-begrep;skjaeringspunkt-begrep,del1,"Gi eleven et lineært likningssystem og be dem løse det grafisk, med tydelig avmerket skjæringspunkt."
programmering-lister-variabler,begrep,Programmering,Grunnleggende programmeringsbegreper,"Eleven kjenner grunnleggende programmeringsbegreper som variabel, liste og løkke (for/while), og vet hva enkle innebygde funksjoner som len() og sum() gjør.",,del1,
tolke-python-program,ferdighet,Programmering,Tolke et enkelt Python-program,"Eleven kan lese et kort Python-program - med lister og enkle innebygde funksjoner, eller med en løkke (for/while) som simulerer noe over tid, f.eks. en økonomisk plan - følge utregningen steg for steg, og forklare hva beregnede og utskrevne verdier representerer i kontekst.",programmering-lister-variabler;gjennomsnitt-datasett,del1,"Vis eleven et kort Python-program (uten å kjøre det) - enten et som regner ut en størrelse fra en liste med tall, eller et som bruker en while-/for-løkke til å simulere noe over tid (f.eks. et uttak fra en konto med rente) - og be dem forklare hva verdiene som skrives ut forteller."
kalkulator-potensuttrykk,ferdighet,Eksponentialfunksjoner,Regne ut potensuttrykk på kalkulator,"Eleven kan bruke en håndholdt kalkulator til å regne ut potensuttrykk, inkludert potenser med desimale eksponenter og n-te røtter.",vekstfaktor-fra-prosent,del2,"Gi eleven ulike potensuttrykk, inkludert uttrykk med desimal eksponent og n-te rot, og be dem regne dem ut på kalkulator."
eksponentialfunksjon-begrep,begrep,Eksponentialfunksjoner,Eksponentialfunksjon,"Eleven vet at en eksponentialfunksjon på formen f(x)=b·a^x beskriver en størrelse som endrer seg med en fast vekstfaktor a per tidsenhet, der b er startverdien.",vekstfaktor-fra-prosent,del2,
vekstfaktor-per-periode-fra-langsiktig-endring,ferdighet,Eksponentialfunksjoner,Finne periodisk vekstfaktor fra en langsiktig endring,"Eleven kan bestemme den årlige (periodiske) vekstfaktoren når en kjent prosentvis endring skjer over flere perioder samlet, ved å bruke n-te rot av vekstfaktoren for hele perioden.",eksponentialfunksjon-begrep;kalkulator-potensuttrykk,del2,"Gi eleven en beskrivelse av en størrelse som endrer seg med en gitt prosent over et gitt antall perioder samlet (f.eks. halveres hvert sjette år), og be dem finne den årlige vekstfaktoren med kalkulator."
sette-opp-eksponentialmodell,ferdighet,Eksponentialfunksjoner,Sette opp en eksponentiell modell,"Eleven kan sette opp en eksponentiell modell f(x)=b·a^x ut fra en tekstlig beskrivelse av en startverdi og en prosentvis eller periodisk endring, og forklare hvert steg i utledningen.",vekstfaktor-per-periode-fra-langsiktig-endring,del2,"Gi eleven en tekstsituasjon med en startverdi og informasjon om en periodisk prosentvis endring, og be dem vise hvordan en oppgitt eksponentiell modell kan utledes fra opplysningene."
gjennomsnittlig-vekstrate-eksponentialfunksjon,ferdighet,Eksponentialfunksjoner,Finne gjennomsnittlig endring per tidsenhet,"Eleven kan bruke en eksponentialfunksjon til å beregne gjennomsnittlig endring per tidsenhet over et gitt intervall, ved å regne ut funksjonsverdier med kalkulator og dele differansen på intervallengden.",eksponentialfunksjon-begrep;kalkulator-potensuttrykk,del2,"Gi eleven en eksponentiell modell og et intervall, og be dem regne ut gjennomsnittlig endring per tidsenhet i intervallet ved hjelp av kalkulator."
eksponentiell-regresjon,ferdighet,Eksponentialfunksjoner,Lage en eksponentiell modell ved regresjon,"Eleven kan bruke regresjon på håndholdt kalkulator til å finne en eksponentiell modell f(x)=a·b^x som passer til et datasett, og dokumentere fremgangsmåten.",eksponentialfunksjon-begrep;kalkulator-statistikkmodus,del2,"Gi eleven et datasett (f.eks. en tabell med tid og en størrelse som vokser eller avtar), og be dem bruke kalkulatorens regresjonsfunksjon til å finne en eksponentiell modell, med dokumentert fremgangsmåte."
lose-eksponentiallikning,ferdighet,Eksponentialfunksjoner,Løse en eksponentiallikning,"Eleven kan løse en likning på formen a·b^x=c for x, ved hjelp av håndholdt kalkulator (f.eks. likningsløser eller logaritmer), og tolke svaret i konteksten oppgaven beskriver.",eksponentialfunksjon-begrep;kalkulator-potensuttrykk,del2,"Gi eleven en eksponentiell modell og en oppgitt funksjonsverdi, og be dem finne tilhørende x-verdi med kalkulator, samt tolke svaret i kontekst (f.eks. «etter hvor mange måneder...»)."
prosentpoeng-vs-prosent-begrep,begrep,Prosent og vekstfaktor,Prosentpoeng versus prosentvis endring,"Eleven kan skille mellom endring målt i prosentpoeng (differansen mellom to prosentandeler) og prosentvis endring (den relative endringen), og vet når hvert begrep skal brukes.",prosent-desimal-brok,begge,
sammenligne-datasett-to-tidspunkt,ferdighet,Statistikk,Sammenligne datamateriale fra to eller flere tidspunkt,"Eleven kan sammenligne datasett fra to eller flere tidspunkt (f.eks. andeler oppgitt i prosent), beregne relevante endringer og forskjeller med riktig skille mellom prosentpoeng og prosentvis endring, og formulere sammenligningene i ord.",prosentpoeng-vs-prosent-begrep,del2,"Gi eleven to eller flere tabeller med tilsvarende data fra ulike tidspunkt, og be dem beregne og beskrive de mest interessante endringene, med riktig bruk av prosentpoeng og prosentvis endring."
velge-passende-diagram,ferdighet,Statistikk,Velge og lage et passende diagram,"Eleven kan velge en diagramtype (f.eks. stolpediagram, sektordiagram eller linjediagram) som passer til et gitt datamateriale, lage diagrammet, og begrunne valget.",datasett-begrep,del2,"Gi eleven et datamateriale og be dem velge og skissere en passende diagramtype, med begrunnelse for valget."
presentere-funn-fra-datamateriale,ferdighet,Statistikk,Presentere funn fra et datamateriale,"Eleven kan gjøre relevante beregninger og sammenligninger ut fra et datamateriale, velge egnede diagrammer, og sette sammen en kort presentasjon av funnene for et publikum.",sammenligne-datasett-to-tidspunkt;velge-passende-diagram,del2,"Gi eleven et sammensatt datamateriale (gjerne to eller flere tabeller) og be dem gjøre beregninger, lage diagrammer og sette sammen en kort presentasjon med de viktigste funnene."
annuitetslan-begrep,begrep,Lån og økonomi,Annuitetslån,"Eleven vet hva et annuitetslån er (et lån med fast terminbeløp), og forstår sammenhengen mellom terminbeløp, rentedel og avdragsdel: rentedelen regnes av restgjelden, og avdragsdelen er det som er igjen av terminbeløpet.",prosent-av-tall;restgjeld-begrep;termin-begrep,del2,
beregne-termin-rente-avdrag,ferdighet,Lån og økonomi,Beregne rente- og avdragsdel av én termin,"Eleven kan, for en gitt restgjeld, rentesats og terminbeløp, beregne rentedelen og avdragsdelen av én terminbetaling, og deretter finne ny restgjeld.",annuitetslan-begrep;restgjeld-begrep;termin-begrep;rentesats-begrep,del2,"Gi eleven en restgjeld, en rentesats per termin og et terminbeløp, og be dem regne ut rentedel, avdragsdel og ny restgjeld for én termin, med kalkulator."
sette-opp-nedbetalingsplan-rekursivt,ferdighet,Lån og økonomi,Sette opp en nedbetalingsplan termin for termin,"Eleven kan sette opp en nedbetalingsplan for flere terminer ved å gjenta beregningen av rente, avdrag og ny restgjeld termin for termin, ved hjelp av håndholdt kalkulator (for eksempel ved å bruke kalkulatorens svar-/gjenta-funksjon) eller en tabell ført for hånd.",beregne-termin-rente-avdrag;restgjeld-begrep;termin-begrep;rentesats-begrep,del2,"Gi eleven lånebeløp, rentesats og terminbeløp, og be dem sette opp en nedbetalingsplan for de første 4-5 terminene ved å gjenta beregningen termin for termin med kalkulator. Presiser at dette skal gjøres uten regneark - CAS-programvare og regneark (PC-verktøy) er ikke tillatt hjelpemiddel på del 2, kun håndholdt kalkulator (som godt kan ha innebygd graftegning - det er ikke problemet)."
serielan-begrep,begrep,Lån og økonomi,Serielån,"Eleven vet hva et serielån er (et lån med fast avdrag hver termin), og forstår at rentedelen regnes av restgjelden og avtar over tid, slik at terminbeløpet blir mindre og mindre gjennom nedbetalingstiden - i motsetning til et annuitetslån der terminbeløpet er fast.",prosent-av-tall;restgjeld-begrep;termin-begrep,begge,
beregne-avdrag-serielan,ferdighet,Lån og økonomi,Beregne det faste avdraget i et serielån,Eleven kan beregne det faste avdraget i et serielån ved å dele lånebeløpet på antall terminer.,serielan-begrep;termin-begrep,begge,"Gi eleven lånebeløp og nedbetalingstid (antall terminer) for et serielån, og be dem beregne det faste avdraget."
