id,type,emne,navn,beskrivelse,avhenger_av,hjelpemiddel,instruks
fortegnsskjema-ferdighet,ferdighet,Algebra: likninger og ulikheter,Lage et fortegnsskjema for et produkt av faktorer,"Eleven kan lage et fortegnsskjema for et produkt av førstegradsfaktorer, og bruke det til å avgjøre hvor produktet er positivt, negativt eller null.",faktorisere-andregradsuttrykk;fortegnsskjema-begrep,del1,Gi eleven et faktorisert uttrykk (produkt av to eller tre førstegradsfaktorer) og be dem sette opp et fullstendig fortegnsskjema for uttrykket.
andregradsulikhet-lose,ferdighet,Algebra: likninger og ulikheter,Løse en andregradsulikhet,Eleven kan løse en andregradsulikhet ved å finne nullpunktene til det tilhørende andregradsuttrykket og bruke et fortegnsskjema eller en skisse av parabelen til å bestemme løsningsmengden.,fortegnsskjema-ferdighet;andregradslikning-lose,del1,"Gi eleven en andregradsulikhet (f.eks. x²+7x+6≤0) og be dem løse den for hånd, med fortegnsskjema eller skisse som begrunnelse for løsningsmengden."
likningssystem-lineaert-ved-regning,ferdighet,Algebra: likninger og ulikheter,Løse et lineært likningssystem ved regning,"Eleven kan løse et lineært likningssystem med to ukjente ved regning, for eksempel ved innsettingsmetoden eller addisjonsmetoden.",linear-likning-en-ukjent,del1,"Gi eleven et lineært likningssystem med to ukjente og be dem løse det ved regning, med metoden vist tydelig."
likningssystem-lineaert-og-andregrad,ferdighet,Algebra: likninger og ulikheter,Løse et likningssystem med én lineær og én andregradslikning,"Eleven kan løse et likningssystem der én likning er lineær og én er av andre grad, ved regning (vanligvis ved innsettingsmetoden).",likningssystem-lineaert-ved-regning;andregradslikning-lose,del1,"Gi eleven et likningssystem med én lineær og én andregradslikning (f.eks. -x²+4=y og x-y=2) og be dem løse det ved regning, og finne alle løsningspar."
likningssystem-grafisk,ferdighet,Algebra: likninger og ulikheter,Løse et likningssystem grafisk,Eleven kan løse et likningssystem grafisk ved å skissere begge grafene for hånd i samme koordinatsystem og lese av skjæringspunktet eller -punktene.,likningssystem-lineaert-og-andregrad,del1,"Gi eleven et likningssystem (gjerne det samme de nettopp løste ved regning) og be dem skissere begge grafene for hånd og lese av skjæringspunktet, uten hjelpemidler."
polynomdivisjon-ferdighet,ferdighet,Algebra: likninger og ulikheter,Utføre polynomdivisjon,"Eleven kan utføre polynomdivisjon for å dele et polynom med et førstegradsuttrykk, og bruke resultatet til å omskrive et algebraisk uttrykk.",faktorisere-andregradsuttrykk;polynom-begrep,del1,"Gi eleven et polynom av tredje grad eller høyere og et førstegradsuttrykk som går opp i det, og be dem utføre polynomdivisjonen for hånd og oppgi kvotienten."
finne-rasjonal-nullpunkt-ved-proving,ferdighet,Algebra: likninger og ulikheter,Finne et heltallig nullpunkt i et høyeregradspolynom ved prøving,Eleven kan finne et heltallig nullpunkt i et tredjegradspolynom ved å prøve enkle divisorer av konstantleddet og sette dem inn i uttrykket.,linear-likning-en-ukjent;polynom-begrep,del1,"Gi eleven et tredjegradspolynom og be dem finne ett heltallig nullpunkt ved systematisk prøving av divisorer av konstantleddet, med utregningen vist."
lose-tredjegradslikning,ferdighet,Algebra: likninger og ulikheter,Løse en tredjegradslikning,"Eleven kan løse en tredjegradslikning ved å finne ett nullpunkt ved prøving, dele polynomet med tilhørende førstegradsfaktor ved polynomdivisjon, og løse den gjenværende andregradslikningen.",finne-rasjonal-nullpunkt-ved-proving;polynomdivisjon-ferdighet;andregradslikning-lose,del1,"Gi eleven en tredjegradslikning (f.eks. 2x³+3x²-18x+8=0) og be dem løse den ved å finne ett nullpunkt ved prøving, dele med polynomdivisjon, og løse den gjenværende andregradslikningen - med alle løsninger oppgitt."
andregradsfunksjon-begrep,begrep,Andregradsfunksjoner,Andregradsfunksjon,"Eleven vet at en andregradsfunksjon kan skrives på formen f(x)=ax²+bx+c, og at grafen er en parabel som vender oppover når a>0 og nedover når a<0.",funksjonsbegrep-generelt,del1,
ekstremalpunkt-begrep,begrep,Andregradsfunksjoner,Ekstremalpunkt,"Eleven vet at et ekstremalpunkt er et topp- eller bunnpunkt på en graf, altså et lokalt maksimums- eller minimumspunkt.",andregradsfunksjon-begrep,del1,
finne-nullpunkt-andregradsfunksjon,ferdighet,Andregradsfunksjoner,Finne nullpunktene til en andregradsfunksjon,"Eleven kan finne nullpunktene til en andregradsfunksjon ved å løse den tilhørende andregradslikningen f(x)=0, og koble nullpunktene til skjæringspunktene mellom grafen og x-aksen.",andregradsfunksjon-begrep;andregradslikning-lose,del1,"Gi eleven en andregradsfunksjon og be dem finne nullpunktene, og forklare hva nullpunktene forteller om grafen."
finne-ekstremalpunkt-andregradsfunksjon,ferdighet,Andregradsfunksjoner,Bestemme topp- eller bunnpunktet til en andregradsfunksjon,"Eleven kan bestemme koordinatene til topp- eller bunnpunktet til en andregradsfunksjon, for eksempel ved fullstendig kvadrering eller ved symmetri om midtpunktet mellom nullpunktene, og avgjøre om det er et maksimums- eller minimumspunkt.",andregradsfunksjon-begrep;bruke-kvadratsetninger;ekstremalpunkt-begrep,del1,"Gi eleven en andregradsfunksjon og be dem bestemme koordinatene til topp- eller bunnpunktet for hånd, og avgjøre om det er et maksimums- eller minimumspunkt."
sammenheng-andregradslikning-ulikhet-funksjon,ferdighet,Andregradsfunksjoner,"Utforske sammenhengen mellom andregradslikning, -ulikhet, -funksjon og kvadratsetninger","Eleven kan utforske og forklare sammenhengen mellom en andregradslikning, den tilhørende andregradsulikheten, grafen til andregradsfunksjonen (nullpunkter, fortegn, ekstremalpunkt) og kvadratsetningene, og bruke sammenhengen til å løse problemer på flere måter.",finne-nullpunkt-andregradsfunksjon;andregradsulikhet-lose;finne-ekstremalpunkt-andregradsfunksjon,del1,"Gi eleven en andregradsfunksjon og be dem vise sammenhengen mellom likningen f(x)=0, ulikheten f(x)≤0 (eller ≥0) og grafens utseende - inkludert å bruke en kvadratsetning der det er hensiktsmessig - og forklare koblingen med egne ord."
tegne-andregradsfunksjon-skisse,ferdighet,Andregradsfunksjoner,Skissere grafen til en andregradsfunksjon for hånd,"Eleven kan skissere grafen til en andregradsfunksjon for hånd, uten hjelpemidler, ut fra nullpunkter, ekstremalpunkt og åpningsretning.",sammenheng-andregradslikning-ulikhet-funksjon,del1,"Gi eleven en andregradsfunksjon på faktorisert eller utvidet form og be dem skissere grafen for hånd, med nullpunkter og ekstremalpunkt markert."
bestemme-andregradsfunksjon-fra-egenskaper,ferdighet,Andregradsfunksjoner,Bestemme et mulig funksjonsuttrykk for en andregradsfunksjon ut fra egenskaper,"Eleven kan sette opp et mulig funksjonsuttrykk for en andregradsfunksjon gitt egenskaper som ekstremalpunkt eller nullpunkter, og argumentere for at svaret oppfyller kravene.",finne-ekstremalpunkt-andregradsfunksjon,del1,"Gi eleven en liste med egenskaper en andregradsfunksjon skal ha (f.eks. et gitt bunnpunkt og at grafen skal vende oppover), og be dem sette opp et mulig funksjonsuttrykk og argumentere for at det stemmer."
polynomfunksjon-egenskaper-begrep,begrep,Polynom- og rasjonale funksjoner,Polynomfunksjoners egenskaper,"Eleven vet at en polynomfunksjon av grad n kan ha inntil n nullpunkter, og kjenner sammenhengen mellom gradtallet og hvor mange ganger grafen kan skifte mellom å vokse og avta.",andregradsfunksjon-begrep;lose-tredjegradslikning;polynom-begrep,del1,
polynom-begrep,begrep,Polynom- og rasjonale funksjoner,Polynom,"Eleven vet at et polynom er et uttrykk bygget opp av en sum av ledd, der hvert ledd er en koeffisient multiplisert med en potens av x.",,del1,
finne-nullpunkt-hoyeregrads-polynom,ferdighet,Polynom- og rasjonale funksjoner,Finne nullpunktene til et polynom av tredje grad eller høyere,"Eleven kan finne nullpunktene til en polynomfunksjon av tredje grad eller høyere ved å kombinere prøving, polynomdivisjon og andregradsformelen.",lose-tredjegradslikning;polynomfunksjon-egenskaper-begrep,del1,"Gi eleven en polynomfunksjon av tredje grad (f.eks. f(x)=x³-5x²-8x+12) og be dem bestemme alle nullpunktene til funksjonen, med fullstendig utregning."
drofte-polynomfunksjon-fortegn,ferdighet,Polynom- og rasjonale funksjoner,Drøfte fortegnet til en polynomfunksjon,"Eleven kan bruke nullpunktene til en polynomfunksjon til å lage et fortegnsskjema, og bruke det til å drøfte hvor funksjonen er positiv og hvor den er negativ.",finne-nullpunkt-hoyeregrads-polynom;fortegnsskjema-ferdighet,del1,"Gi eleven en polynomfunksjon av tredje grad og be dem finne nullpunktene, lage et fortegnsskjema, og bruke det til å avgjøre for hvilke x-verdier funksjonen er positiv."
rasjonal-funksjon-begrep,begrep,Polynom- og rasjonale funksjoner,Rasjonal funksjon,"Eleven vet at en rasjonal funksjon er en kvotient av to polynomer, og kjenner begrepene nullpunkt, vertikal asymptote og horisontal asymptote for slike funksjoner.",funksjonsbegrep-generelt;polynomfunksjon-egenskaper-begrep,del1,
asymptote-begrep,begrep,Polynom- og rasjonale funksjoner,Asymptote,"Eleven vet at en asymptote er en linje grafen til en funksjon nærmer seg, men aldri når, enten når x vokser mot uendelig eller når x nærmer seg en bestemt verdi.",rasjonal-funksjon-begrep,del1,
finne-nullpunkt-rasjonal-funksjon,ferdighet,Polynom- og rasjonale funksjoner,Finne nullpunktene til en rasjonal funksjon,"Eleven kan finne nullpunktene til en rasjonal funksjon ved å løse likningen teller=0, og sjekke at nevneren ikke også er null i disse punktene.",rasjonal-funksjon-begrep;andregradslikning-lose,del1,"Gi eleven en rasjonal funksjon og be dem finne nullpunktene, med kontroll av at nevneren ikke er null i disse punktene."
finne-vertikal-asymptote,ferdighet,Polynom- og rasjonale funksjoner,Finne de vertikale asymptotene til en rasjonal funksjon,"Eleven kan finne de vertikale asymptotene til en rasjonal funksjon ved å bestemme hvilke x-verdier som gjør nevneren lik null, uten at telleren samtidig blir null der.",rasjonal-funksjon-begrep;asymptote-begrep,del1,"Gi eleven en rasjonal funksjon og be dem finne alle de vertikale asymptotene, med begrunnelse."
finne-horisontal-asymptote,ferdighet,Polynom- og rasjonale funksjoner,Bestemme den horisontale asymptoten til en rasjonal funksjon,"Eleven kan bestemme den horisontale asymptoten til en rasjonal funksjon ved å sammenligne gradene til teller og nevner, og resonnere om hva som skjer med funksjonsverdien når x blir svært stor eller svært liten.",rasjonal-funksjon-begrep;asymptote-begrep,del1,"Gi eleven en rasjonal funksjon og be dem bestemme den horisontale asymptoten, med begrunnelse ut fra gradene til teller og nevner."
vurdere-pastander-rasjonal-funksjon,ferdighet,Polynom- og rasjonale funksjoner,Vurdere påstander om en rasjonal funksjon,"Eleven kan vurdere og begrunne om påstander om en rasjonal funksjons nullpunkt, asymptoter og skjæring med aksene stemmer, ut fra funksjonsuttrykket.",finne-nullpunkt-rasjonal-funksjon;finne-vertikal-asymptote;finne-horisontal-asymptote,del1,"Gi eleven en rasjonal funksjon og fire påstander om nullpunkt, vertikale asymptoter, skjæring med y-aksen og horisontal asymptote, og be dem avgjøre og begrunne hvilke påstander som stemmer."
konstruere-rasjonal-funksjon-fra-egenskaper,ferdighet,Polynom- og rasjonale funksjoner,Bestemme et mulig funksjonsuttrykk for en rasjonal funksjon ut fra egenskaper,"Eleven kan sette opp et mulig funksjonsuttrykk for en rasjonal funksjon gitt egenskaper som antall nullpunkt, antall vertikale asymptoter eller en gitt horisontal asymptote, og argumentere for at svaret oppfyller kravene.",vurdere-pastander-rasjonal-funksjon,del1,"Gi eleven en liste med egenskaper (f.eks. «ingen nullpunkt, to vertikale asymptoter» eller «horisontal asymptote y=2, skjærer ikke y-aksen»), og be dem sette opp et mulig funksjonsuttrykk og argumentere for at det oppfyller alle kravene."
potensregler-utvidet-begrep,begrep,Potens- og eksponentialfunksjoner,Potensregler med rasjonale eksponenter,"Eleven kjenner potensreglene for potenser med negative og rasjonale (brøk-) eksponenter, og sammenhengen mellom rotuttrykk og potenser med brøkeksponent.",variabel-og-uttrykk-begrep,del1,
forenkle-potensuttrykk-1t,ferdighet,Potens- og eksponentialfunksjoner,Forenkle potensuttrykk med rasjonale eksponenter,Eleven kan forenkle og regne ut potensuttrykk med negative og rasjonale eksponenter for hånd.,potensregler-utvidet-begrep,del1,"Gi eleven et sett potensuttrykk med negative og rasjonale (brøk-)eksponenter, og be dem forenkle/regne ut hvert av dem for hånd, med hver brukte potensregel vist."
potensfunksjon-begrep,begrep,Potens- og eksponentialfunksjoner,Potensfunksjon,"Eleven vet at en potensfunksjon kan skrives på formen f(x)=a·x^b, og kjenner igjen hvordan grafens form (voksende/avtakende, konkav/konveks) avhenger av eksponenten b.",forenkle-potensuttrykk-1t;funksjonsbegrep-generelt,del2,
potensregresjon-fra-tabell,ferdighet,Potens- og eksponentialfunksjoner,Bestemme en potensmodell ut fra en tabell med data,Eleven kan bruke regresjon på håndholdt kalkulator til å bestemme konstantene a og b i en potensmodell f(x)=a·x^b ut fra en tabell med sammenhørende verdier.,potensfunksjon-begrep,del2,Gi eleven en tabell med sammenhørende verdier (f.eks. lengde og vekt for en type fisk) og be dem bruke regresjon på håndholdt kalkulator til å finne en potensmodell f(x)=a·x^b som passer dataene.
prosentvis-endring-ved-potensfunksjon,ferdighet,Potens- og eksponentialfunksjoner,Finne prosentvis endring i en potensmodell når x endres,"Eleven kan bruke en potensmodell til å bestemme hvor mange prosent en funksjonsverdi endrer seg med når x endres med en gitt prosent, ved å bruke potensregelen (1+p)^b.",potensregresjon-fra-tabell;forenkle-potensuttrykk-1t,del2,"Gi eleven en potensmodell f(x)=a·x^b og en oppgitt prosentvis endring i x, og be dem regne ut hvor mange prosent funksjonsverdien øker eller minker med."
eksponentialfunksjon-begrep-1t,begrep,Potens- og eksponentialfunksjoner,Eksponentialfunksjon,"Eleven vet at en eksponentialfunksjon kan skrives på formen f(x)=b·a^x, og forstår sammenhengen mellom vekstfaktoren a og prosentvis endring per tidsenhet.",forenkle-potensuttrykk-1t;funksjonsbegrep-generelt,del1,
eksponentiallikning-lose,ferdighet,Potens- og eksponentialfunksjoner,Løse en eksponentiallikning,"Eleven kan løse en likning på formen a·b^x=c for x, enten ved å bruke likningsløseren på en håndholdt kalkulator eller ved å ta logaritmen på begge sider for hånd, og tolke svaret i konteksten oppgaven beskriver.",eksponentialfunksjon-begrep-1t,del2,"Gi eleven en eksponentiell modell og en oppgitt funksjonsverdi, og be dem finne tilhørende x-verdi ved hjelp av kalkulatorens likningsløser eller ved å bruke logaritmer, samt tolke svaret i kontekst."
eksponentiell-modell-fra-to-punkter,ferdighet,Potens- og eksponentialfunksjoner,Sette opp en eksponentiell modell,Eleven kan sette opp en eksponentiell modell f(x)=b·a^x ut fra to kjente punkter eller en beskrevet situasjon med antatt konstant prosentvis endring.,eksponentialfunksjon-begrep-1t,del2,"Gi eleven to kjente verdier (f.eks. en bestand på to ulike tidspunkt) og en antakelse om eksponentiell utvikling, og be dem sette opp en eksponentiell modell f(x)=b·a^x."
eksponentiell-regresjon-1t,ferdighet,Potens- og eksponentialfunksjoner,Lage en eksponentiell modell ved regresjon,"Eleven kan bruke regresjon på håndholdt kalkulator til å finne en eksponentiell modell som passer til et datasett, og vurdere hvor godt modellen passer.",eksponentiell-modell-fra-to-punkter,del2,"Gi eleven et datasett (f.eks. en tabell med tid og en bestand) og be dem bruke regresjon på håndholdt kalkulator til å finne en eksponentiell modell, med dokumentert fremgangsmåte."
sammenligne-linear-eksponentiell-modell,ferdighet,Potens- og eksponentialfunksjoner,Sammenligne en lineær og en eksponentiell modell for samme datasett,"Eleven kan sette opp både en lineær og en eksponentiell modell for samme datasett ut fra ulike antakelser om utviklingen, sammenligne modellene ved å skissere dem for hånd eller regne ut funksjonsverdier, og forklare hva som skiller antakelsene bak de to modelltypene.",eksponentiell-modell-fra-to-punkter;linear-likning-en-ukjent,del2,"Gi eleven to målte verdier fra ulike tidspunkt for en avtakende eller voksende størrelse, og be dem sette opp både en lineær og en eksponentiell modell basert på disse, skissere begge grafene for hånd, og forklare hva modellene sier om utviklingen på lang sikt."
justere-eksponentiell-modell-for-graense,ferdighet,Potens- og eksponentialfunksjoner,Justere en eksponentiell modell for en stabiliseringsgrense,"Eleven kan forklare og gjennomføre en justering av en eksponentiell modell slik at den stabiliserer seg på et gitt nivå i stedet for å gå mot null, og gjøre rede for hvilke antakelser justeringen bygger på.",sammenligne-linear-eksponentiell-modell,del2,"Gi eleven en eksponentiell modell som går mot null, og informasjon om at den underliggende størrelsen i stedet forventes å stabilisere seg på et gitt nivå, og be dem forklare og gjennomføre en justering av modellen som fanger opp dette."
stigningstall-sekant,ferdighet,Derivasjon og vekstfart,Bestemme stigningstallet til en sekant,"Eleven kan regne ut stigningstallet til sekanten (den gjennomsnittlige vekstfarten) mellom to punkter på en graf, og tolke svaret praktisk i konteksten.",funksjonsbegrep-generelt,del1,"Gi eleven en funksjon og to x-verdier, og be dem bestemme stigningstallet til sekanten mellom de to tilhørende punktene på grafen, og forklare hva svaret betyr i konteksten."
momentan-vekstfart-begrep,begrep,Derivasjon og vekstfart,Momentan vekstfart,"Eleven vet at den momentane vekstfarten i et punkt er grenseverdien til gjennomsnittlig vekstfart når intervallet krymper mot null, og at dette er det samme som den deriverte i punktet.",stigningstall-sekant,del1,
derivert-definisjon,ferdighet,Derivasjon og vekstfart,Gjøre rede for definisjonen av den deriverte,"Eleven kan gjøre rede for definisjonen av den deriverte som grenseverdien av differansekvotienten når intervallet går mot null, og forklare sammenhengen med stigningstallet til tangenten.",momentan-vekstfart-begrep;grenseverdi-begrep;differansekvotient-begrep,del1,"Be eleven forklare, med egne ord og en skisse, hva den deriverte i et punkt er definert som, og hvorfor definisjonen bygger på å la sekanten nærme seg tangenten."
grenseverdi-begrep,begrep,Derivasjon og vekstfart,Grenseverdi,"Eleven vet hva en grenseverdi er, og forstår at grenseverdien til en funksjon er verdien funksjonen nærmer seg når x nærmer seg en gitt verdi eller går mot uendelig.",,del1,
differansekvotient-begrep,begrep,Derivasjon og vekstfart,Differansekvotient,"Eleven vet at differansekvotienten (f(x+h)-f(x))/h er den formelle brøken som brukes til å definere den deriverte som en grenseverdi.",grenseverdi-begrep,del1,
bestemme-momentan-vekstfart-digitalt,ferdighet,Derivasjon og vekstfart,Bestemme momentan vekstfart med håndholdt kalkulator,"Eleven kan derivere en funksjon for hånd (eventuelt ved å skrive om rasjonale ledd som potensledd med negativ eksponent) og bruke håndholdt kalkulator til å regne ut verdien av den deriverte i et gitt punkt, og gi en praktisk tolkning av svaret.",derivasjonsregler-polynom,del2,"Gi eleven en funksjon (gjerne en praktisk modell) og en x-verdi, og be dem derivere funksjonen for hånd og bruke håndholdt kalkulator til å regne ut den momentane vekstfarten i dette punktet, samt forklare hva svaret betyr i praksis."
derivasjonsregler-polynom,ferdighet,Derivasjon og vekstfart,Derivere polynomfunksjoner for hånd,Eleven kan derivere polynomfunksjoner for hånd ved hjelp av derivasjonsregelen for potensfunksjoner og sum-/differanseregelen.,derivert-definisjon,del1,"Gi eleven et sett polynomfunksjoner (inkludert ledd med ulike gradtall) og be dem derivere hver av dem for hånd, uten hjelpemidler."
tangentlikning-bestemme,ferdighet,Derivasjon og vekstfart,Bestemme likningen for tangenten i et punkt,"Eleven kan bestemme likningen for tangenten til grafen til en funksjon i et gitt punkt, ved hjelp av den deriverte.",derivasjonsregler-polynom,del1,"Gi eleven en funksjon og en x-verdi (eller et punkt på grafen), og be dem bestemme likningen for tangenten i dette punktet, med utregning av den deriverte vist."
lose-likning-med-oppgitt-stigningstall,ferdighet,Derivasjon og vekstfart,Finne punktet der tangenten har et oppgitt stigningstall,"Eleven kan finne punktet eller punktene på en graf der tangenten har et oppgitt stigningstall, ved å løse likningen f'(x)=stigningstallet.",tangentlikning-bestemme,del1,"Gi eleven en funksjon og et oppgitt stigningstall, og be dem finne x-verdien(e) der tangenten til grafen har akkurat dette stigningstallet, og forklare betydningen av et resonnement av typen f'(4)=5."
derivere-rasjonal-funksjon-digitalt,ferdighet,Derivasjon og vekstfart,Derivere en rasjonal funksjon for hånd og finne ekstremalpunkter med kalkulator,"Eleven kan derivere en rasjonal funksjon som lar seg skrive om til potensledd (inkludert negative eksponenter) for hånd, og bruke håndholdt kalkulator (numerisk likningsløser) til å løse f'(x)=0 og finne og klassifisere ekstremalpunkter.",derivasjonsregler-polynom;rasjonal-funksjon-begrep;ekstremalpunkt-begrep,del2,"Gi eleven en rasjonal funksjon (gjerne en praktisk modell, skrevet slik at den lar seg omskrive til potensledd) og be dem derivere funksjonen for hånd, bruke håndholdt kalkulator til å finne eventuelle ekstremalpunkter, og avgjøre om de er maksimums- eller minimumspunkter."
optimeringsproblem-med-derivasjon,ferdighet,Derivasjon og vekstfart,Løse et optimeringsproblem med derivasjon,"Eleven kan sette opp et funksjonsuttrykk for en størrelse (f.eks. et areal) som skal gjøres størst eller minst mulig, derivere uttrykket for hånd, og bruke håndholdt kalkulator til å finne og begrunne det optimale punktet.",derivere-rasjonal-funksjon-digitalt;ekstremalpunkt-begrep,del2,"Gi eleven en praktisk situasjon (f.eks. et rektangel innskrevet under en kurve) der en størrelse skal gjøres størst mulig, og be dem sette opp et funksjonsuttrykk, derivere det for hånd, og bruke kalkulator til å bestemme og begrunne det optimale punktet."
geometrisk-anvendelse-av-tangent,ferdighet,Derivasjon og vekstfart,Bruke en tangentlikning i et geometrisk anvendelsesproblem,Eleven kan bruke en tangentlikning sammen med geometriske sammenhenger (f.eks. avstander eller formlike figurer) til å løse et praktisk problem.,tangentlikning-bestemme,del2,"Gi eleven en praktisk, geometrisk situasjon der en tangentlikning til en gitt graf er en del av løsningen (f.eks. et kamera montert på en bygning som følger en parabelform), og be dem bruke tangentlikningen sammen med geometriske sammenhenger til å svare på det praktiske spørsmålet."
trig-definisjon-rettvinklet,ferdighet,Trigonometri,"Gjøre rede for definisjonene av sinus, cosinus og tangens","Eleven kan gjøre rede for definisjonene av sinus, cosinus og tangens til en spiss vinkel i en rettvinklet trekant (forholdet mellom sidene), og bruke definisjonene til å finne ukjente sider eller vinkler.",variabel-og-uttrykk-begrep,del1,"Be eleven forklare, med en figur av en rettvinklet trekant, hvordan sinus, cosinus og tangens til en spiss vinkel er definert ut fra sidene i trekanten."
bruke-trig-rettvinklet-trekant,ferdighet,Trigonometri,"Bruke sinus, cosinus og tangens i en rettvinklet trekant","Eleven kan bruke sinus, cosinus og tangens til å finne ukjente sider eller vinkler i en rettvinklet trekant.",trig-definisjon-rettvinklet,del1,"Gi eleven en rettvinklet trekant med én kjent vinkel og én kjent side (eller to kjente sider), og be dem finne de øvrige ukjente sidene eller vinkelen."
spesielle-vinkler-eksakte-verdier,ferdighet,Trigonometri,"Utlede eksakte verdier for 30°, 45° og 60°","Eleven kan utlede og bruke eksakte verdier for sinus og cosinus til vinklene 30°, 45° og 60°, ved å bruke egenskapene til en halvert likesidet trekant og en likebeint rettvinklet trekant.",bruke-trig-rettvinklet-trekant,del1,"Vis eleven en likebeint rettvinklet trekant med kateter lik 1 (eller en halvert likesidet trekant), og be dem bruke Pytagoras' setning og definisjonene av sinus/cosinus til å vise en oppgitt eksakt verdi, f.eks. sin45°=1/√2 eller sin30°=1/2."
