id,type,emne,navn,beskrivelse,avhenger_av,hjelpemiddel,instruks
vurdere-teorier-modeller-ferdighet,ferdighet,Naturvitenskapelig metode,Drøfte hvordan teorier og modeller utvikles,"Eleven kan drøfte hvordan naturvitenskapelige hypoteser, modeller og teorier utvikles over tid, og hvordan de bidrar til at vi kan forstå og forklare verden.",teori-begrep;modell-begrep;kildekritikk-ferdighet,,"Ta utgangspunkt i et konkret eksempel på en teori eller modell som har endret seg over tid (f.eks. atommodellen, eller synet på kontinentaldrift) og be eleven drøfte hvordan nye observasjoner førte til at forklaringen ble justert, og hvorfor dette er en styrke ved naturvitenskapen og ikke en svakhet."
bolge-begrep,begrep,Bølger og stråling,Bølge,"Eleven vet at en bølge er en forstyrrelse som forplanter seg og overfører energi, uten at stoffet bølgen beveger seg i, følger med.",,,
bolgelengde-begrep,begrep,Bølger og stråling,Bølgelengde,"Eleven vet at bølgelengden (λ) er avstanden mellom to påfølgende bølgetopper i en bølge.",bolge-begrep,,
frekvens-begrep,begrep,Bølger og stråling,Frekvens,"Eleven vet at frekvensen (f) til en bølge er antall svingninger per sekund, målt i hertz (Hz).",bolge-begrep,,
amplitude-begrep,begrep,Bølger og stråling,Amplitude,"Eleven vet at amplituden er størrelsen på utslaget i en bølge, og at den henger sammen med hvor mye energi bølgen fører med seg.",bolge-begrep,,
bolgefart-sammenheng-begrep,begrep,Bølger og stråling,"Sammenhengen mellom fart, frekvens og bølgelengde","Eleven kjenner sammenhengen v = f · λ mellom bølgefart, frekvens og bølgelengde, og vet hva hver av størrelsene betyr.",bolgelengde-begrep;frekvens-begrep,,
beregne-bolgefart-ferdighet,ferdighet,Bølger og stråling,"Regne ut fart, frekvens eller bølgelengde","Eleven kan bruke v = f · λ til å regne ut bølgefart, frekvens eller bølgelengde når de to andre størrelsene er kjent.",bolgefart-sammenheng-begrep,,"Gi eleven to av de tre størrelsene (fart, frekvens, bølgelengde) for en bølge, f.eks. en lydbølge eller en radiobølge, og be dem regne ut den tredje ved hjelp av v = f · λ."
bolgefenomen-begrep,begrep,Bølger og stråling,Bølgefenomener,"Eleven vet hva som menes med bølgefenomener som refleksjon (bølgen kastes tilbake), brytning (bølgen bøyer av ved en overgang) og interferens (bølger forsterker eller utsletter hverandre).",bolge-begrep,,
beskrive-bolgefenomen-ferdighet,ferdighet,Bølger og stråling,Beskrive bølgefenomener med eksempler,"Eleven kan beskrive og gi hverdagseksempler på bølgefenomener som refleksjon, brytning og interferens.",bolgefenomen-begrep,,"Be eleven gi ett hverdagseksempel på refleksjon, ett på brytning og ett på interferens (f.eks. ekko, en strå som ser knekt ut i vann, eller støyreduserende hodetelefoner), og forklare kort hva som skjer med bølgen i hvert eksempel."
em-spekter-begrep,begrep,Bølger og stråling,Det elektromagnetiske spekteret,"Eleven vet at det elektromagnetiske spekteret er alle typer elektromagnetisk stråling ordnet etter bølgelengde og frekvens, fra radiobølger til gammastråling.",bolgefart-sammenheng-begrep,,
ranger-em-straling-ferdighet,ferdighet,Bølger og stråling,Rangere typer elektromagnetisk stråling,"Eleven kan rangere ulike typer elektromagnetisk stråling etter bølgelengde, frekvens eller energi.",em-spekter-begrep,,"Gi eleven en uordnet liste med typer elektromagnetisk stråling (f.eks. synlig lys, radiobølger, røntgen, infrarødt, mikrobølger, UV og gammastråling) og be dem rangere dem fra lengst til kortest bølgelengde, og forklare hvordan dette henger sammen med frekvens og energi."
ioniserende-straling-begrep,begrep,Bølger og stråling,Ioniserende og ikke-ioniserende stråling,"Eleven vet hva som skiller ioniserende stråling (har nok energi til å løsrive elektroner fra atomer) fra ikke-ioniserende stråling (har ikke det).",em-spekter-begrep,,
skille-ioniserende-ikke-ioniserende-ferdighet,ferdighet,Bølger og stråling,Avgjøre om en stråling er ioniserende,"Eleven kan avgjøre om en gitt type stråling er ioniserende eller ikke-ioniserende, og begrunne svaret ut fra strålingens energi.",ioniserende-straling-begrep,,"Gi eleven flere typer stråling (f.eks. UV, røntgen, radiobølger, synlig lys, gammastråling) og be dem avgjøre for hver om den er ioniserende eller ikke, og begrunne svaret."
tradlos-kommunikasjon-begrep,begrep,Bølger og stråling,Trådløs kommunikasjon,"Eleven vet at trådløs kommunikasjon (f.eks. wifi og mobiltelefoni) sender informasjon ved hjelp av radiobølger som fanges opp av en mottaker.",em-spekter-begrep,,
forklare-tradlos-kommunikasjon-ferdighet,ferdighet,Bølger og stråling,Forklare hovedprinsippene for trådløs kommunikasjon,"Eleven kan forklare hovedprinsippene for trådløs kommunikasjon og gi eksempler på hva slik teknologi brukes til.",tradlos-kommunikasjon-begrep;beregne-bolgefart-ferdighet,,"Be eleven forklare, med egne ord, hvordan informasjon sendes trådløst mellom f.eks. en mobiltelefon og en basestasjon, og gi to eller tre eksempler på teknologi som bruker trådløs kommunikasjon i hverdagen."
radioaktivitet-begrep,begrep,Bølger og stråling,Radioaktivitet,"Eleven vet at radioaktivitet er når en ustabil atomkjerne sender ut stråling og omdannes til en annen kjerne, for å bli mer stabil.",ioniserende-straling-begrep,,
alfa-beta-gamma-begrep,begrep,Bølger og stråling,"Alfa-, beta- og gammastråling","Eleven vet hva som kjennetegner de tre typene radioaktivt henfall - alfa-, beta- og gammastråling - og hvor gjennomtrengende hver av dem er.",radioaktivitet-begrep,,
halveringstid-begrep,begrep,Bølger og stråling,Halveringstid,"Eleven vet at halveringstiden til et radioaktivt stoff er tiden det tar før halvparten av mengden har brutt ned.",radioaktivitet-begrep,,
beregne-gjenvarende-mengde-ferdighet,ferdighet,Bølger og stråling,Regne ut hvor mye som er igjen etter et gitt antall halveringstider,"Eleven kan regne ut hvor mye som er igjen av et radioaktivt stoff etter at et gitt antall halveringstider har gått.",halveringstid-begrep,,"Gi eleven en startmengde av et radioaktivt stoff og en halveringstid (f.eks. 100 mg med halveringstid 8 dager), og be dem regne ut hvor mye som er igjen etter et gitt antall dager som tilsvarer et helt antall halveringstider, ved å halvere mengden steg for steg."
straledose-begrep,begrep,Bølger og stråling,Stråledose,"Eleven vet at stråledosen forteller hvor mye strålingsenergi kroppen har mottatt, og at ulike typer stråling kan gi ulik helserisiko for samme dose.",alfa-beta-gamma-begrep,,
straleskade-begrep,begrep,Bølger og stråling,Strålingsskade,"Eleven vet at ioniserende stråling kan skade celler og DNA, og at dette er grunnen til at ioniserende stråling kan gi helseskader som brannskader, kreft eller endret arvestoff.",straledose-begrep,,
stralevern-prinsipp-begrep,begrep,Bølger og stråling,Prinsippene for strålevern,"Eleven vet at de tre prinsippene for strålevern er tid (kortest mulig eksponeringstid), avstand (størst mulig avstand til kilden) og skjerming (materiale som stopper strålingen).",straleskade-begrep,,
beskrive-bruk-straling-medisin-ferdighet,ferdighet,Bølger og stråling,Beskrive bruk av stråling i teknologi og medisin,"Eleven kan beskrive og gi eksempler på hvordan stråling brukes i teknologi og medisin, som røntgen, stråleterapi og radioaktive sporstoffer.",alfa-beta-gamma-begrep;halveringstid-begrep,,"Be eleven beskrive to eksempler på bruk av stråling i medisin eller teknologi (f.eks. røntgenbilder, stråleterapi mot kreft, eller radioaktive sporstoffer til diagnostikk), og kort forklare hvilken type stråling som brukes og hvorfor."
vurdere-straling-helseeffekt-ferdighet,ferdighet,Bølger og stråling,Vurdere informasjon om stråling og helse,"Eleven kan vurdere informasjon om stråling og helseeffekter av ulike strålingstyper, og skille godt dokumenterte påstander fra udokumenterte.",stralevern-prinsipp-begrep;beskrive-bruk-straling-medisin-ferdighet;skille-ioniserende-ikke-ioniserende-ferdighet,,"Gi eleven en påstand om stråling og helse (f.eks. om mobilstråling, solarium eller radon i boliger), og be dem vurdere hvor godt dokumentert påstanden er, hvilken type stråling det er snakk om, og hvilke strålevernprinsipper som eventuelt er relevante."
big-bang-begrep,begrep,Bølger og stråling,Big Bang-teorien,"Eleven vet hva Big Bang-teorien sier om hvordan universet har oppstått og utviklet seg fra en ekstremt varm og tett tilstand.",em-spekter-begrep,,
bevis-big-bang-ferdighet,ferdighet,Bølger og stråling,Gjøre rede for observasjoner som støtter Big Bang-teorien,"Eleven kan gjøre rede for observasjoner, som rødforskyvning av lys fra fjerne galakser og bakgrunnsstråling, som støtter Big Bang-teorien.",big-bang-begrep,,"Be eleven forklare, med egne ord, hva rødforskyvning og bakgrunnsstråling er, og hvorfor disse observasjonene støtter Big Bang-teorien om et univers som utvider seg fra en tett starttilstand."
atom-begrep,begrep,Kjemiske bindinger,Atomets oppbygning,"Eleven vet at et atom består av en kjerne med protoner og nøytroner, omgitt av elektroner som beveger seg i skall rundt kjernen.",,,
grunnstoff-begrep,begrep,Kjemiske bindinger,Grunnstoff,"Eleven vet at et grunnstoff er et stoff som bare består av én type atom, bestemt av antall protoner i kjernen.",atom-begrep,,
periodesystem-begrep,begrep,Kjemiske bindinger,Periodesystemet,"Eleven vet at periodesystemet ordner grunnstoffene etter atomnummer, og at grunnstoffer i samme gruppe (kolonne) har liknende kjemiske egenskaper.",grunnstoff-begrep,,
valenselektron-begrep,begrep,Kjemiske bindinger,Valenselektroner,"Eleven vet at valenselektronene er de ytterste elektronene til et atom, og at det er disse som avgjør hvordan atomet danner kjemiske bindinger.",periodesystem-begrep,,
finne-valenselektroner-ferdighet,ferdighet,Kjemiske bindinger,Finne antall valenselektroner ved hjelp av periodesystemet,"Eleven kan bruke plasseringen til et grunnstoff i periodesystemet til å finne antall valenselektroner det har.",valenselektron-begrep,,"Gi eleven noen grunnstoffer fra periodesystemet (f.eks. natrium, oksygen, karbon og klor) og be dem finne antall valenselektroner til hvert av dem ut fra hvilken gruppe grunnstoffet står i."
kjemisk-binding-begrep,begrep,Kjemiske bindinger,Kjemisk binding,"Eleven vet at en kjemisk binding er kreftene som holder atomer eller ioner sammen i en kjemisk forbindelse.",valenselektron-begrep,,
ion-begrep,begrep,Kjemiske bindinger,Ion,"Eleven vet at et ion er et atom (eller molekyl) som har fått elektrisk ladning ved å ta opp eller avgi elektroner.",valenselektron-begrep,,
ionebinding-begrep,begrep,Kjemiske bindinger,Ionebinding,"Eleven vet at en ionebinding er den elektriske tiltrekningen mellom positivt og negativt ladde ioner.",ion-begrep;kjemisk-binding-begrep,,
kovalent-binding-begrep,begrep,Kjemiske bindinger,Kovalent binding,"Eleven vet at en kovalent binding oppstår når to atomer deler ett eller flere elektronpar.",kjemisk-binding-begrep,,
metallbinding-begrep,begrep,Kjemiske bindinger,Metallbinding,"Eleven vet at en metallbinding holder metallatomer sammen ved at valenselektronene beveger seg fritt mellom metallionene som et «elektronhav».",kjemisk-binding-begrep,,
skille-bindingstyper-ferdighet,ferdighet,Kjemiske bindinger,Avgjøre hvilken bindingstype som oppstår,"Eleven kan avgjøre om det oppstår en ionebinding, en kovalent binding eller en metallbinding mellom gitte grunnstoffer, og begrunne svaret.",ionebinding-begrep;kovalent-binding-begrep;metallbinding-begrep,,"Gi eleven flere par av grunnstoffer eller enkle forbindelser (f.eks. natrium og klor, to oksygenatomer, og rent jern) og be dem avgjøre hvilken bindingstype som oppstår i hvert tilfelle, og begrunne svaret ut fra grunnstoffenes plassering i periodesystemet."
elektronegativitet-begrep,begrep,Kjemiske bindinger,Elektronegativitet,"Eleven vet at elektronegativitet er et mål på hvor sterkt et atom tiltrekker seg elektroner i en kjemisk binding.",kovalent-binding-begrep,,
polar-upolar-binding-begrep,begrep,Kjemiske bindinger,Polare og upolare bindinger,"Eleven vet at en kovalent binding er polar når elektronegativiteten er ulik nok til at elektronene trekkes mest mot det ene atomet, og upolar når elektronene deles likt.",elektronegativitet-begrep,,
vurdere-polaritet-ferdighet,ferdighet,Kjemiske bindinger,Avgjøre om en binding eller et molekyl er polart,"Eleven kan avgjøre om en binding eller et molekyl er polart eller upolart, ut fra forskjeller i elektronegativitet.",polar-upolar-binding-begrep,,"Gi eleven elektronegativitetsverdiene til noen par atomer (f.eks. H og Cl, eller to like atomer) og be dem avgjøre om bindingen mellom dem er polar eller upolar, og forklare hva det betyr for hvordan elektronene fordeler seg."
svak-binding-begrep,begrep,Kjemiske bindinger,Svake (intermolekylære) bindinger,"Eleven vet at svake bindinger er krefter mellom hele molekyler, og at de er langt svakere enn de kjemiske bindingene inni et molekyl.",polar-upolar-binding-begrep,,
dipolbinding-begrep,begrep,Kjemiske bindinger,Dipolbinding,"Eleven vet at en dipolbinding er en svak tiltrekning mellom den positive enden av ett polart molekyl og den negative enden av et annet.",svak-binding-begrep,,
hydrogenbinding-begrep,begrep,Kjemiske bindinger,Hydrogenbinding,"Eleven vet at en hydrogenbinding er en spesielt sterk dipolbinding som oppstår når hydrogen er bundet til oksygen, nitrogen eller fluor.",dipolbinding-begrep,,
vannets-egenskaper-ferdighet,ferdighet,Kjemiske bindinger,Forklare hvordan hydrogenbindinger gir vann spesielle egenskaper,"Eleven kan gjøre rede for hvordan hydrogenbindinger forklarer spesielle egenskaper ved vann, som at is flyter på vann og at vann har uvanlig høyt kokepunkt.",hydrogenbinding-begrep,,"Be eleven forklare hvorfor is flyter på flytende vann, og hvorfor vann har et høyere kokepunkt enn man skulle forvente ut fra størrelsen på vannmolekylet, med utgangspunkt i hydrogenbindinger mellom vannmolekylene."
binding-og-stoffegenskap-ferdighet,ferdighet,Kjemiske bindinger,Gjøre rede for sammenhengen mellom binding og stoffegenskaper,"Eleven kan gjøre rede for sammenhenger mellom kjemiske bindinger i et stoff og egenskapene til stoffet, som smeltepunkt, kokepunkt og løselighet i vann.",skille-bindingstyper-ferdighet;vannets-egenskaper-ferdighet,,"Gi eleven to stoffer med ulik bindingstype (f.eks. natriumklorid og en oljeaktig kovalent forbindelse) og be dem forklare, ut fra bindingstypen, hvorfor stoffene har ulikt smeltepunkt og ulik løselighet i vann."
organisk-forbindelse-begrep,begrep,Karbonkjemi og bærekraft,Organisk forbindelse,"Eleven vet at en organisk forbindelse er en karbonholdig forbindelse der karbonatomene som regel er bundet til hydrogen med kovalente bindinger.",kovalent-binding-begrep,,
karbonatom-egenskap-begrep,begrep,Karbonkjemi og bærekraft,Karbonatomets egenskaper,"Eleven vet at karbonatomet kan danne fire bindinger og lange kjeder eller ringer med andre karbonatomer, og at dette gjør karbon spesielt egnet som byggestein for liv.",organisk-forbindelse-begrep,,
hydrokarbon-begrep,begrep,Karbonkjemi og bærekraft,Hydrokarbon,"Eleven vet at et hydrokarbon er en organisk forbindelse som bare består av karbon og hydrogen.",organisk-forbindelse-begrep,,
alkan-alken-begrep,begrep,Karbonkjemi og bærekraft,Alkaner og alkener,"Eleven vet at alkaner er hydrokarboner med bare enkeltbindinger mellom karbonatomene (mettede), mens alkener har minst én dobbeltbinding (umettede).",hydrokarbon-begrep,,
navngi-hydrokarboner-ferdighet,ferdighet,Karbonkjemi og bærekraft,Navngi og tegne enkle hydrokarboner,"Eleven kan navngi og tegne strukturformelen til enkle hydrokarboner, som metan, etan og eten, ut fra antall karbonatomer og bindingstype.",alkan-alken-begrep,,"Be eleven tegne strukturformelen til noen enkle hydrokarboner (f.eks. metan, etan, propan og eten) ut fra navnet, eller omvendt navngi hydrokarbonet ut fra en gitt strukturformel."
alkohol-begrep,begrep,Karbonkjemi og bærekraft,Alkohol,"Eleven vet at en alkohol er en organisk forbindelse som inneholder en hydroksylgruppe (-OH) bundet til et karbonatom.",hydrokarbon-begrep,,
organisk-syre-begrep,begrep,Karbonkjemi og bærekraft,Organisk syre,"Eleven vet at en organisk syre er en organisk forbindelse som inneholder en karboksylgruppe (-COOH).",hydrokarbon-begrep,,
sammenligne-organiske-stoffgrupper-ferdighet,ferdighet,Karbonkjemi og bærekraft,"Sammenligne hydrokarboner, alkoholer og organiske syrer","Eleven kan sammenligne hydrokarboner, alkoholer og organiske syrer ut fra hvilke atomgrupper de inneholder, og gi eksempler på hver stoffgruppe.",alkohol-begrep;organisk-syre-begrep;navngi-hydrokarboner-ferdighet,,"Gi eleven noen organiske forbindelser (f.eks. etan, etanol og eddiksyre) og be dem avgjøre hvilken stoffgruppe hver av dem tilhører, og forklare hvilken atomgruppe som avgjør det."
fotosyntese-begrep,begrep,Karbonkjemi og bærekraft,Fotosyntese,"Eleven vet at planter bruker fotosyntese til å lage druesukker og oksygen fra karbondioksid og vann, ved hjelp av energi fra sollys.",karbonatom-egenskap-begrep,,
celleanding-begrep,begrep,Karbonkjemi og bærekraft,Celleånding,"Eleven vet at celleånding er prosessen der celler bruker oksygen til å frigjøre energi fra druesukker, og slipper ut karbondioksid og vann.",fotosyntese-begrep,,
sammenligne-fotosyntese-celleanding-ferdighet,ferdighet,Karbonkjemi og bærekraft,Sammenligne fotosyntese og celleånding,"Eleven kan sammenligne fotosyntese og celleånding, og forklare hvordan stoffene og energien de to prosessene bruker og lager henger sammen.",celleanding-begrep,,"Be eleven sette opp fotosyntese og celleånding ved siden av hverandre og forklare hva som er utgangsstoffer og produkter i hver prosess, og hvordan produktet av den ene prosessen kan være utgangsstoff for den andre."
fossilt-brensel-begrep,begrep,Karbonkjemi og bærekraft,Fossilt brensel,"Eleven vet at fossilt brensel (kull, olje og naturgass) er energikilder dannet av dødt organisk materiale over millioner av år, og at forbrenning av dem slipper ut karbon som har vært lagret lenge.",hydrokarbon-begrep,,
karbonkretslop-begrep,begrep,Karbonkjemi og bærekraft,Karbonets kretsløp,"Eleven vet at karbon sirkulerer mellom atmosfæren, levende organismer, havet og jordskorpen gjennom prosesser som fotosyntese, celleånding og forbrenning.",celleanding-begrep;fossilt-brensel-begrep,,
beregne-co2-fra-karbon-ferdighet,ferdighet,Karbonkjemi og bærekraft,Regne på endringer i CO2-mengde,"Eleven kan gjøre en enkel beregning knyttet til karbonets kretsløp, som å regne ut den prosentvise endringen i CO2-konsentrasjonen i atmosfæren over en gitt periode.",karbonkretslop-begrep,,"Gi eleven to målte verdier for CO2-konsentrasjonen i atmosfæren på to ulike tidspunkt (f.eks. før industrialiseringen og i dag), og be dem regne ut den prosentvise økningen fra den første til den andre verdien."
drivhuseffekt-begrep,begrep,Karbonkjemi og bærekraft,Drivhuseffekten,"Eleven vet at drivhuseffekten er hvordan drivhusgasser i atmosfæren, som CO2, holder på varme fra sola og hindrer den i å slippe rett ut i verdensrommet igjen.",karbonkretslop-begrep,,
naturlig-forsterket-drivhuseffekt-ferdighet,ferdighet,Karbonkjemi og bærekraft,Forklare forskjellen på naturlig og forsterket drivhuseffekt,"Eleven kan forklare forskjellen mellom den naturlige drivhuseffekten, som gjør at det er varmt nok til liv på jorda, og den menneskeskapte (forsterkede) drivhuseffekten.",drivhuseffekt-begrep,,"Be eleven forklare hvorfor den naturlige drivhuseffekten er nødvendig for liv på jorda, og deretter forklare hva som er annerledes ved den menneskeskapte, forsterkede drivhuseffekten - og hvorfor det er et problem."
miljogift-begrep,begrep,Karbonkjemi og bærekraft,Miljøgift,"Eleven vet at en miljøgift er et stoff som er skadelig for levende organismer eller miljøet, og som ofte brytes svært sakte ned i naturen.",karbonkretslop-begrep,,
bioakkumulering-begrep,begrep,Karbonkjemi og bærekraft,Bioakkumulering,"Eleven vet at bioakkumulering er når miljøgifter hoper seg opp i en organisme over tid, og at konsentrasjonen av slike gifter øker for hvert ledd oppover i en næringskjede.",miljogift-begrep,,
miljogift-tiltak-ferdighet,ferdighet,Karbonkjemi og bærekraft,Gjøre rede for miljøgifter i næringskjeder og vurdere tiltak,"Eleven kan gjøre rede for hvordan miljøgifter kan akkumuleres i næringskjeder, og vurdere tiltak for å ta vare på helse og miljø.",bioakkumulering-begrep;naturlig-forsterket-drivhuseffekt-ferdighet,,"Ta utgangspunkt i en konkret miljøgift og en enkel næringskjede (f.eks. kvikksølv fra vann til plankton, småfisk, rovfisk og til slutt mennesker), og be eleven forklare hvorfor konsentrasjonen øker oppover i kjeden, og foreslå ett eller flere realistiske tiltak for å redusere problemet."
naeringsstoff-begrep,begrep,Ernæring og helse,Næringsstoffer,"Eleven vet at næringsstoffer er stoffer kroppen trenger fra maten, og kjenner skillet mellom makronæringsstoffer (karbohydrater, fett og protein) og mikronæringsstoffer (vitaminer og mineraler).",organisk-forbindelse-begrep,,
karbohydrat-begrep,begrep,Ernæring og helse,Karbohydrater,"Eleven vet at karbohydrater er næringsstoffer bygd opp av sukkerenheter, og at de er kroppens viktigste og raskeste energikilde.",naeringsstoff-begrep,,
protein-begrep,begrep,Ernæring og helse,Protein,"Eleven vet at proteiner er næringsstoffer bygd opp av aminosyrer, og at de blant annet brukes til å bygge opp og reparere celler og vev.",naeringsstoff-begrep,,
