id,type,emne,navn,beskrivelse,avhenger_av,hjelpemiddel,instruks
eksempler-diskontinuerlige-funksjoner,ferdighet,Grenseverdier og kontinuitet,Gi eksempler på diskontinuerlige funksjoner og bruksområder,"Eleven kan gi eksempler på funksjoner som er diskontinuerlige i ett eller flere punkter, og forklare en praktisk situasjon (f.eks. en trinnvis prisstruktur) der en diskontinuerlig funksjon er en naturlig modell.",kontinuitet-begrep,del1,"Vis eleven en funksjon (graf eller forskrift) som er diskontinuerlig i et punkt, og be dem forklare hvorfor, samt foreslå en praktisk situasjon funksjonen kunne modellere."
vekstfart-begrep,begrep,Derivasjon: grunnlag,Gjennomsnittlig og momentan vekstfart,"Eleven vet at gjennomsnittlig vekstfart over et intervall er stigningstallet til sekanten, og at momentan vekstfart i et punkt er stigningstallet til tangenten - grenseverdien av gjennomsnittlig vekstfart når intervallet krymper mot null.",,del1,
derivert-geometrisk,ferdighet,Derivasjon: grunnlag,Bestemme den deriverte geometrisk,"Eleven kan anslå eller bestemme den deriverte i et punkt geometrisk, ved å lese av eller tegne stigningstallet til tangenten til grafen i punktet.",vekstfart-begrep,del1,"Vis eleven grafen til en funksjon med en tegnet tangent i et punkt, og be dem anslå den deriverte i punktet ut fra stigningstallet til tangenten."
derivert-definisjon-grenseverdi,begrep,Derivasjon: grunnlag,Den deriverte som grenseverdi,"Eleven vet at den deriverte i et punkt er definert som grenseverdien av differansekvotienten (f(x+h)-f(x))/h når h går mot null, og forstår sammenhengen med definisjonen av grenseverdi.",vekstfart-begrep;grenseverdi-begrep,del1,
bestemme-derivert-numerisk,ferdighet,Derivasjon: grunnlag,Bestemme den deriverte numerisk,"Eleven kan anslå den deriverte i et punkt numerisk, ved å regne ut differansekvotienten (f(x+h)-f(x))/h for en liten verdi av h.",derivert-definisjon-grenseverdi,del1,"Gi eleven en funksjon, et punkt og en liten verdi for h, og be dem regne ut differansekvotienten som et numerisk anslag for den deriverte i punktet."
deriverbarhet-begrep,begrep,Derivasjon: grunnlag,Deriverbarhet,"Eleven vet at en funksjon må være kontinuerlig i et punkt for å kunne være deriverbar der, men at kontinuitet alene ikke er tilstrekkelig - grafen må også ha en éntydig tangent uten knekk eller loddrett tangent.",derivert-definisjon-grenseverdi;kontinuitet-begrep,del1,
gi-eksempel-ikke-deriverbar-funksjon,ferdighet,Derivasjon: grunnlag,Gi eksempel på en funksjon som ikke er deriverbar i et gitt punkt,"Eleven kan gi eller konstruere et eksempel på en funksjon som er kontinuerlig, men ikke deriverbar, i et gitt punkt (f.eks. med et knekkpunkt), og forklare hvorfor.",deriverbarhet-begrep,del1,"Vis eleven en funksjon (f.eks. en absoluttverdifunksjon eller en delt forskrift med et knekkpunkt) og be dem forklare hvorfor funksjonen ikke er deriverbar i et gitt punkt, selv om den er kontinuerlig der."
derivasjonsregler-potens-sum,ferdighet,Derivasjon: grunnlag,"Derivere polynomer og potensuttrykk (potens-, sum- og konstantregel)","Eleven kan derivere summer og differanser av potensuttrykk, inkludert uttrykk med røtter og negative eksponenter skrevet om til potensform.",derivert-definisjon-grenseverdi,del1,Gi eleven en funksjon satt sammen av potensledd (eventuelt med røtter eller negative eksponenter) og be dem derivere den.
derivasjonsregel-produkt,ferdighet,Derivasjon: grunnlag,Bruke produktregelen ved derivasjon,Eleven kan bruke produktregelen til å derivere et produkt av to funksjoner.,derivasjonsregler-potens-sum,del1,Gi eleven en funksjon skrevet som et produkt av to enklere funksjoner og be dem derivere den ved hjelp av produktregelen.
derivasjonsregel-kvotient,ferdighet,Derivasjon: grunnlag,Bruke kvotientregelen ved derivasjon,Eleven kan bruke kvotientregelen til å derivere en funksjon som er en brøk mellom to funksjoner.,derivasjonsregler-potens-sum,del1,Gi eleven en funksjon skrevet som en brøk mellom to enklere funksjoner og be dem derivere den ved hjelp av kvotientregelen.
derivasjonsregel-kjerneregel,ferdighet,Derivasjon: grunnlag,Bruke kjerneregelen ved derivasjon,"Eleven kan bruke kjerneregelen til å derivere en sammensatt funksjon, for eksempel med en eksponentialfunksjon eller et polynom som indre funksjon.",derivasjonsregler-potens-sum,del1,"Gi eleven en sammensatt funksjon (f.eks. e opphøyd i et polynom, eller et polynom opphøyd i en potens) og be dem derivere den med kjerneregelen."
derivere-logaritme-og-eksponentialfunksjon,ferdighet,Derivasjon: grunnlag,Derivere eksponential- og logaritmefunksjoner,"Eleven kan derivere funksjoner som inneholder e^x, a^x eller ln(x), alene eller kombinert med andre regneregler.",derivasjonsregel-kjerneregel;logaritme-begrep,del1,"Gi eleven en funksjon som inneholder e^x, a^x eller ln(x) og be dem derivere den."
evaluere-derivert-i-punkt,ferdighet,Derivasjon: grunnlag,Bestemme og evaluere den deriverte i et gitt punkt,Eleven kan derivere en funksjon og deretter regne ut den deriverte sin verdi i ett eller flere oppgitte punkter.,derivasjonsregel-kvotient;derivere-logaritme-og-eksponentialfunksjon,del1,"Gi eleven en funksjon og be dem bestemme den deriverte, og deretter regne ut verdien av den deriverte i ett eller flere oppgitte punkter."
tolke-fortegn-til-derivert-pa-intervall,ferdighet,Derivasjon: grunnlag,Tolke hva fortegnet til den deriverte i endepunkter forteller om grafen,"Eleven kan, ut fra fortegnet til den deriverte i to punkter, forklare hva dette forteller om hvordan grafen oppfører seg (stigende/synkende) i de punktene og resonnere om hva som må skje i intervallet mellom dem.",evaluere-derivert-i-punkt,del1,"Gi eleven verdien av den deriverte i to endepunkter av et intervall, og be dem forklare hva fortegnene forteller om grafens oppførsel i disse punktene."
monotoniegenskaper-fra-derivert,ferdighet,Funksjonsdrøfting med derivasjon,Bestemme monotoniegenskapene til en funksjon fra den deriverte,Eleven kan lage en fortegnslinje for den deriverte og bruke den til å bestemme hvilke intervaller en funksjon er voksende eller avtagende på.,tolke-fortegn-til-derivert-pa-intervall;monotoni-begrep,del1,"Gi eleven en funksjon, be dem derivere den, sette opp en fortegnslinje for den deriverte, og bestemme hvor funksjonen er voksende og avtagende."
bestemme-topp-bunnpunkt,ferdighet,Funksjonsdrøfting med derivasjon,Bestemme og klassifisere topp- og bunnpunkt,"Eleven kan finne stasjonære punkter ved å løse f'(x)=0, og avgjøre ved hjelp av fortegnsskifte om et punkt er et topp- eller bunnpunkt.",monotoniegenskaper-fra-derivert,del1,"Gi eleven en funksjon og be dem bestemme koordinatene til eventuelle topp- og bunnpunkt på grafen, og avgjøre hvilken type hvert punkt er."
andrederivert-begrep,begrep,Funksjonsdrøfting med derivasjon,Den dobbeltderiverte og konveksitet,"Eleven vet at den dobbeltderiverte forteller om grafen er konveks (krummer oppover) eller konkav (krummer nedover), og kan koble fortegnet til den dobbeltderiverte til krumningen.",derivasjonsregler-potens-sum,begge,
bestemme-vendepunkt,ferdighet,Funksjonsdrøfting med derivasjon,Bestemme vendepunkt og terrassepunkt,"Eleven kan finne vendepunkt ved å løse f''(x)=0 og sjekke fortegnsskifte, og skille mellom et vanlig vendepunkt og et terrassepunkt (der også f'(x)=0 i samme punkt).",andrederivert-begrep;bestemme-topp-bunnpunkt,begge,"Gi eleven en funksjon og be dem bestemme eventuelle vendepunkt, og avgjøre om noen av dem er terrassepunkt."
klassifisere-stasjonaert-punkt-numerisk,ferdighet,Funksjonsdrøfting med derivasjon,Klassifisere et stasjonært punkt fra fortegnet til en numerisk beregnet derivert,"Eleven kan, ut fra fortegnet til en numerisk beregnet derivert like til venstre og like til høyre for et punkt der den deriverte er (nær) null, avgjøre om punktet er et topp-, bunn- eller terrassepunkt.",bestemme-derivert-numerisk;bestemme-vendepunkt,del1,"Gi eleven fortegnet til en numerisk beregnet derivert like til venstre og like til høyre for et punkt der den deriverte er tilnærmet null, og be dem avgjøre om punktet er et topp-, bunn- eller terrassepunkt."
bestemme-tangentlinje,ferdighet,Funksjonsdrøfting med derivasjon,Bestemme likningen for tangenten i et punkt,"Eleven kan bestemme likningen for tangenten til grafen til en funksjon i et gitt punkt, ved å bruke den deriverte som stigningstall.",evaluere-derivert-i-punkt,del1,"Gi eleven en funksjon og et punkt på grafen, og be dem bestemme likningen for tangenten i punktet."
bestemme-tangent-gjennom-gitt-punkt,ferdighet,Funksjonsdrøfting med derivasjon,Bestemme tangeringspunktet til en tangent som går gjennom et gitt punkt utenfor grafen,"Eleven kan bestemme koordinatene til tangeringspunktet når det er oppgitt at tangenten til en graf går gjennom et bestemt punkt (f.eks. origo) som ikke nødvendigvis ligger på grafen, ved å sette opp og løse en likning.",bestemme-tangentlinje,del2,"Gi eleven en funksjon og informasjon om at én av tangentene til grafen går gjennom et gitt punkt utenfor grafen, og be dem bestemme de eksakte koordinatene til tangeringspunktet."
optimeringsproblem-med-derivasjon,ferdighet,Funksjonsdrøfting med derivasjon,Løse et optimeringsproblem ved hjelp av derivasjon,"Eleven kan sette opp et uttrykk for en størrelse (f.eks. et areal) som funksjon av én variabel ut fra en geometrisk situasjon, og bruke derivasjon til å bestemme størrelsens maksimale eller minimale verdi.",bestemme-topp-bunnpunkt,del2,"Beskriv en geometrisk situasjon (f.eks. et rektangel begrenset av en graf og noen linjer) der eleven skal sette opp arealet som en funksjon av én variabel, og bruke derivasjon til å finne det største (eller minste) arealet."
tolke-fortegn-dobbeltderivert-praktisk,ferdighet,Funksjonsdrøfting med derivasjon,Gi en praktisk tolkning av den deriverte og den dobbeltderiverte i en modell,"Eleven kan gi en praktisk tolkning, i konteksten til en modell, av hva verdien og fortegnet til den deriverte og den dobbeltderiverte i et punkt forteller (f.eks. om en størrelse vokser, og om veksten selv øker eller avtar).",andrederivert-begrep;evaluere-derivert-i-punkt,del2,"Gi eleven en praktisk modell og de utregnede verdiene av den deriverte og den dobbeltderiverte i et gitt punkt, og be dem gi en praktisk tolkning av begge verdiene i konteksten."
lose-ulikhet-med-derivert,ferdighet,Funksjonsdrøfting med derivasjon,Løse en ulikhet der den deriverte inngår,"Eleven kan bestemme intervallet der den deriverte (eller den dobbeltderiverte) til en modell er større eller mindre enn en gitt terskelverdi, og tolke svaret praktisk.",monotoniegenskaper-fra-derivert,del2,"Gi eleven en modellfunksjon og en terskelverdi for veksten (f.eks. «vokser mer enn 150 per år»), og be dem bestemme tidsintervallet der dette stemmer, ved å løse en ulikhet som involverer den deriverte."
eksponentialfunksjon-egenskaper,begrep,Eksponentiell og logistisk vekst,Eksponentialfunksjonens egenskaper,"Eleven vet at en eksponentialfunksjon f(x)=b·a^x har en horisontal asymptote, er alltid voksende eller alltid avtagende avhengig av a, og aldri skifter fortegn, og kjenner sammenhengen mellom den deriverte av en eksponentialfunksjon og funksjonen selv.",lose-eksponentiallikning;asymptote-begrep,begge,
eksponentiell-regresjon-fra-datasett,ferdighet,Eksponentiell og logistisk vekst,Tilpasse en eksponentiell modell til et datasett med regresjon,"Eleven kan bruke regresjon på håndholdt kalkulator til å tilpasse en eksponentialfunksjon til et reelt datasett, og vurdere hvor godt modellen passer med dataene.",eksponentialfunksjon-egenskaper,del2,"Gi eleven et lite datasett (par av verdier) som ser ut til å følge en eksponentiell utvikling, og be dem bruke kalkulatorens regresjonsfunksjon til å tilpasse en eksponentiell modell, med dokumentert fremgangsmåte."
logistisk-vekst-begrep,begrep,Eksponentiell og logistisk vekst,Logistisk vekst,"Eleven vet at en logistisk funksjon F(t)=B/(1+a·e^(-kt)) beskriver en størrelse som vokser mot en øvre grense B, at grafen er S-formet, og at veksten er størst i vendepunktet til grafen.",eksponentialfunksjon-egenskaper,del2,
tilpasse-logistisk-modell-fra-datasett,ferdighet,Eksponentiell og logistisk vekst,Tilpasse en logistisk modell til et reelt datasett,"Eleven kan bruke regresjon på håndholdt kalkulator til å tilpasse en logistisk modell til et reelt datasett, og vurdere hvilket gyldighetsområde modellen har.",logistisk-vekst-begrep;gyldighetsomrade-begrep,del2,"Gi eleven et reelt datasett (f.eks. en tabell med målinger over tid som flater ut mot en øvre grense) og be dem bruke kalkulatorens regresjonsfunksjon til å tilpasse en logistisk modell, og kort vurdere modellens gyldighetsområde."
praktisk-tolkning-derivert-i-modell,ferdighet,Eksponentiell og logistisk vekst,Gi praktisk tolkning av den deriverte i en logistisk modell,"Eleven kan regne ut og gi en praktisk tolkning av F'(t) og F''(t) for en logistisk modell i et gitt tidspunkt, i konteksten modellen beskriver.",tilpasse-logistisk-modell-fra-datasett;tolke-fortegn-dobbeltderivert-praktisk,del2,"Gi eleven en logistisk modell og et gitt tidspunkt, og be dem regne ut F' og F'' i punktet med håndholdt kalkulator, og gi en praktisk tolkning av begge svarene."
finne-maksimal-vekstfart-logistisk-modell,ferdighet,Eksponentiell og logistisk vekst,Bestemme når veksten i en logistisk modell er størst,"Eleven kan bestemme tidspunktet der veksten i en logistisk modell er størst (vendepunktet, der F''(t)=0), og hvor stor denne maksimale veksten er.",praktisk-tolkning-derivert-i-modell;bestemme-vendepunkt,del2,"Gi eleven en logistisk modell og be dem bestemme tidspunktet der veksten er størst, samt hvor stor denne veksten er."
bestemme-tidsintervall-fra-krav-til-vekstfart,ferdighet,Eksponentiell og logistisk vekst,Bestemme tidsintervallet der veksten i en modell overstiger en gitt terskel,"Eleven kan, for en logistisk eller annen modell, bestemme tidsintervallet der veksten (den deriverte) overstiger en gitt terskelverdi.",lose-ulikhet-med-derivert;tilpasse-logistisk-modell-fra-datasett,del2,"Gi eleven en logistisk modell og en terskelverdi for veksten, og be dem bestemme hvor lenge veksten overstiger denne terskelen."
vurdere-gyldighetsomrade-for-modell,ferdighet,Eksponentiell og logistisk vekst,Kritisk vurdere gyldighetsområdet til en tilpasset modell,"Eleven kan vurdere og begrunne hvilket gyldighetsområde en modell tilpasset et reelt datasett har, og forklare hvorfor modellen ikke nødvendigvis kan brukes til å ekstrapolere langt utenfor datagrunnlaget.",tilpasse-logistisk-modell-fra-datasett;eksponentiell-regresjon-fra-datasett;gyldighetsomrade-begrep,del2,"Gi eleven en modell tilpasset et reelt datasett og be dem vurdere og begrunne hvilket gyldighetsområde modellen har, inkludert hvorfor ekstrapolering langt utenfor dataene kan være problematisk."
omvendt-funksjon-begrep,begrep,Omvendte funksjoner,Omvendt funksjon,"Eleven vet at en funksjon har en omvendt funksjon bare dersom den er monoton (injektiv) på sitt definisjonsområde, og at grafen til den omvendte funksjonen er speilbildet av den opprinnelige grafen om linjen y=x.",logaritme-begrep;monotoni-begrep,del1,
bestemme-uttrykk-for-omvendt-funksjon,ferdighet,Omvendte funksjoner,Bestemme uttrykket for den omvendte funksjonen,"Eleven kan bestemme funksjonsuttrykket for den omvendte funksjonen ved å løse y=f(x) med hensyn på x, og angi definisjonsmengden til den omvendte funksjonen.",omvendt-funksjon-begrep,del1,"Gi eleven en funksjon og be dem bestemme uttrykket for den omvendte funksjonen, samt angi definisjonsmengden til den."
vurdere-pastand-om-omvendt-funksjon,ferdighet,Omvendte funksjoner,Vurdere en påstand om en omvendt funksjon,"Eleven kan vurdere om en påstått formel og definisjonsmengde for en omvendt funksjon faktisk stemmer, ved å utlede den omvendte funksjonen selv og sammenligne.",bestemme-uttrykk-for-omvendt-funksjon,del1,"Presenter en påstand om uttrykket og definisjonsmengden til den omvendte funksjonen til en gitt funksjon, og be eleven avgjøre om påstanden er sann eller usann, med begrunnelse."
egenskaper-omvendt-funksjon-fra-graf,ferdighet,Omvendte funksjoner,Avgjøre fra en graf om en funksjon har en omvendt funksjon,"Eleven kan, ut fra flere grafer, avgjøre hvilke som representerer funksjoner som har en omvendt funksjon, ved å vurdere om grafen er monoton (enhver horisontal linje skjærer grafen høyst én gang).",omvendt-funksjon-begrep,del2,"Vis eleven flere grafer og be dem avgjøre hvilke som er grafer til funksjoner med en omvendt funksjon, med begrunnelse basert på monotonisitet."
derivere-omvendt-funksjon,ferdighet,Omvendte funksjoner,Derivere en omvendt funksjon uten å finne uttrykket for den,"Eleven kan bestemme den deriverte til en omvendt funksjon g i et punkt ved å bruke sammenhengen g'(y0) = 1/f'(x0), der y0=f(x0), uten å måtte finne det eksplisitte uttrykket for g.",bestemme-uttrykk-for-omvendt-funksjon;evaluere-derivert-i-punkt,del1,"Gi eleven en funksjon f med en omvendt funksjon g, og be dem bestemme g'(y0) for en gitt verdi y0, ved å finne x0=f^(-1)(y0) og bruke sammenhengen g'(y0)=1/f'(x0)."
vektor-begrep,begrep,Vektorer i planet,Vektor,"Eleven vet at en vektor har en lengde og en retning, kan representeres ved koordinater, og at vektoren fra punkt A til punkt B skrives som en differanse av stedsvektorene til B og A.",,del1,
vektorregning-addisjon-skalar,ferdighet,Vektorer i planet,"Addere og subtrahere vektorer, og multiplisere en vektor med et tall","Eleven kan addere og subtrahere vektorer, og multiplisere en vektor med et tall, koordinatvis.",vektor-begrep,del1,"Gi eleven to eller flere vektorer på koordinatform, og be dem regne ut en sum, differanse eller et skalarmultiplum av dem."
lengde-av-vektor,ferdighet,Vektorer i planet,Bestemme lengden av en vektor,"Eleven kan bestemme lengden (absoluttverdien) til en vektor gitt på koordinatform, og bruke dette til å finne avstanden mellom to punkter.",vektorregning-addisjon-skalar,del1,"Gi eleven to punkter eller en vektor på koordinatform, og be dem bestemme lengden av vektoren mellom punktene."
skalarprodukt-begrep,begrep,Vektorer i planet,Skalarprodukt,"Eleven vet at skalarproduktet mellom to vektorer kan regnes ut både koordinatvis og som produktet av lengdene og cosinus til vinkelen mellom dem, og at skalarproduktet er null nøyaktig når vektorene står vinkelrett på hverandre.",lengde-av-vektor,del1,
bestemme-vinkel-mellom-vektorer,ferdighet,Vektorer i planet,Bestemme vinkelen mellom to vektorer,"Eleven kan bestemme vinkelen mellom to vektorer gitt på koordinatform, ved å bruke skalarproduktet og lengdene til vektorene.",skalarprodukt-begrep,del1,Gi eleven to vektorer på koordinatform og be dem bestemme vinkelen mellom dem.
avgjore-ortogonalitet,ferdighet,Vektorer i planet,Bestemme en ukjent koordinat slik at to vektorer står vinkelrett på hverandre,"Eleven kan bruke at skalarproduktet mellom to vektorer er null når de står vinkelrett på hverandre, til å bestemme en ukjent koordinat eller parameter, blant annet for å vise at en gitt vinkel i en figur er 90°.",skalarprodukt-begrep,del1,"Gi eleven punkter der én koordinat inneholder en ukjent parameter, og be dem bestemme parameteren slik at en gitt vinkel mellom to vektorer blir 90°."
bestemme-parameter-for-lik-lengde,ferdighet,Vektorer i planet,Bestemme en ukjent koordinat slik at to vektorer får samme lengde,"Eleven kan bestemme en ukjent koordinat eller parameter slik at to vektorer (eller linjestykker) får samme lengde, ved å sette lengdeuttrykkene like og løse likningen.",lengde-av-vektor,del1,"Gi eleven punkter der én koordinat inneholder en ukjent parameter, og be dem bestemme parameteren slik at to oppgitte linjestykker får samme lengde."
vise-parallelle-vektorer,ferdighet,Vektorer i planet,Vise at to vektorer er parallelle,"Eleven kan vise at to vektorer er parallelle ved å uttrykke den ene som et tallmultiplum av den andre, og bruke dette til å begrunne geometriske sammenhenger.",vektorregning-addisjon-skalar,del1,"Gi eleven to vektorer uttrykt ved de samme basisvektorene, og be dem vise at vektorene er parallelle ved å finne tallet de er multiplum av hverandre med."
uttrykke-vektor-ved-andre-vektorer,ferdighet,Vektorer i planet,Uttrykke en vektor i en figur ved hjelp av oppgitte basisvektorer,"Eleven kan, i en geometrisk figur der punkter er definert ved et gitt forhold langs andre linjestykker, uttrykke en vektor mellom to punkter i figuren ved hjelp av oppgitte basisvektorer.",vektorregning-addisjon-skalar;basisvektor-begrep,del1,"Vis eleven en figur (f.eks. en trekant) der punkter er definert ved gitte forhold langs sidene, og to vektorer er gitt som basisvektorer, og be dem uttrykke andre vektorer i figuren ved hjelp av basisvektorene."
bestemme-lengde-fra-forhold-mellom-parallelle-vektorer,ferdighet,Vektorer i planet,Bestemme en lengde ved hjelp av forholdet mellom to parallelle vektorer,"Eleven kan, når det er vist at to vektorer er parallelle med et kjent lengdeforhold, bruke en oppgitt lengde av den ene til å bestemme lengden av den andre.",vise-parallelle-vektorer;uttrykke-vektor-ved-andre-vektorer,del1,"Gi eleven to vektorer som er vist å være parallelle med et kjent lengdeforhold, samt lengden av den ene, og be dem bestemme lengden av den andre."
linje-gjennom-to-punkter-vektorform,ferdighet,Vektorer i planet,Bestemme egenskaper ved linjen gjennom to punkter ved hjelp av vektorer,"Eleven kan bruke vektoren mellom to punkter til å bestemme egenskaper ved linjen gjennom dem, for eksempel hvor linjen skjærer en akse.",vektorregning-addisjon-skalar,del1,"Gi eleven to punkter og be dem bestemme hvor linjen gjennom punktene skjærer en gitt akse, ved å bruke vektoren mellom punktene."
bestemme-lengde-av-vektorsum-gitt-vinkel,ferdighet,Vektorer i planet,Bestemme den eksakte lengden av en sum av to vektorer når vinkelen mellom dem er kjent,"Eleven kan bestemme den eksakte lengden av summen av to vektorer når lengdene til vektorene og vinkelen mellom dem er kjent, ved å utvide |a+b|² ved hjelp av skalarproduktet.",skalarprodukt-begrep;lengde-av-vektor,del2,"Gi eleven lengdene til to vektorer og vinkelen mellom dem, og be dem bestemme den eksakte lengden av summen av vektorene."
